Step	t	Current temperature	KineticEnergy	Potential Energy	Internal Energy	Pressure	Density	RgH	RgP	RgAll	Bond length Average
205000	20.500000	0.099673	8.223017	-143.372836	-135.149819	0.000004	0.000040	1.741654	1.949042	1.875434	1.000000
206000	20.600000	0.103430	8.532978	-145.504951	-136.971973	0.000004	0.000040	1.741677	1.955086	1.879746	1.000000
207000	20.700000	0.097501	8.043864	-145.392403	-137.348539	0.000004	0.000040	1.734996	1.961580	1.882398	1.000000
209000	20.900000	0.100986	8.331308	-146.370915	-138.039606	0.000004	0.000040	1.730867	1.955706	1.878341	1.000000
210000	21.000000	0.100526	8.293388	-144.695459	-136.402071	0.000004	0.000040	1.722877	1.949983	1.871365	1.000000
211000	21.100000	0.102386	8.446836	-146.444551	-137.997716	0.000004	0.000040	1.713492	1.950554	1.867687	1.000000
212000	21.200000	0.098393	8.117457	-144.802052	-136.684594	0.000004	0.000040	1.705881	1.959855	1.870544	1.000000
213000	21.300000	0.101200	8.349022	-145.676192	-137.327170	0.000004	0.000040	1.713568	1.972735	1.881042	1.000000
214000	21.400000	0.098689	8.141840	-145.569838	-137.427999	0.000004	0.000040	1.728120	1.978504	1.889765	1.000000
215000	21.500000	0.099076	8.173778	-144.034024	-135.860246	0.000004	0.000040	1.735084	1.977036	1.891228	1.000000
216000	21.600000	0.099425	8.202573	-145.252977	-137.050404	0.000004	0.000040	1.728740	1.975497	1.887891	1.000000
220000	22.000000	0.096654	7.973952	-145.288121	-137.314169	0.000004	0.000040	1.711856	1.986283	1.889633	1.000000
223000	22.300000	0.102075	8.421186	-144.958784	-136.537598	0.000004	0.000040	1.709009	1.965579	1.877165	1.000000
224000	22.400000	0.101546	8.377578	-147.070442	-138.692864	0.000004	0.000040	1.711168	1.961562	1.875448	1.000000
228000	22.800000	0.100388	8.282012	-146.915843	-138.633832	0.000004	0.000040	1.723743	1.960660	1.879996	1.000000
231000	23.100000	0.098654	8.138929	-145.266754	-137.127825	0.000004	0.000040	1.744608	1.991806	1.906729	1.000000
233000	23.300000	0.102088	8.422252	-146.206950	-137.784698	0.000004	0.000040	1.700174	1.987229	1.886814	1.000000
234000	23.400000	0.100230	8.268959	-146.579787	-138.310828	0.000004	0.000040	1.691264	1.979539	1.878413	1.000000
236000	23.600000	0.099289	8.191372	-147.789719	-139.598348	0.000004	0.000040	1.718325	1.978410	1.887600	1.000000
237000	23.700000	0.096514	7.962383	-145.126717	-137.164335	0.000004	0.000040	1.733624	1.985167	1.897442	1.000000
238000	23.800000	0.098844	8.154602	-143.579647	-135.425045	0.000004	0.000040	1.741668	1.989883	1.903095	1.000000
239000	23.900000	0.100168	8.263833	-142.663443	-134.399610	0.000004	0.000040	1.736709	1.988519	1.900118	1.000000
244000	24.400000	0.101263	8.354217	-146.315287	-137.961070	0.000004	0.000040	1.715467	1.964036	1.878028	1.000000
245000	24.500000	0.097854	8.072918	-145.624441	-137.551523	0.000004	0.000040	1.724639	1.962161	1.880201	1.000000
246000	24.600000	0.101676	8.388299	-144.977194	-136.588895	0.000004	0.000040	1.736476	1.963943	1.885361	1.000000
248000	24.800000	0.099923	8.243661	-144.044054	-135.800393	0.000004	0.000040	1.734492	1.970677	1.888584	1.000000
249000	24.900000	0.100850	8.320143	-145.431091	-137.110948	0.000004	0.000040	1.724296	1.968726	1.883711	1.000000
251000	25.100000	0.100049	8.254033	-147.000852	-138.746819	0.000004	0.000040	1.720799	1.962127	1.877528	1.000000
252000	25.200000	0.096085	7.927013	-144.036482	-136.109469	0.000004	0.000040	1.726433	1.960081	1.878456	1.000000
253000	25.300000	0.101683	8.388823	-144.195683	-135.806861	0.000004	0.000040	1.736812	1.959999	1.882621	1.000000
254000	25.400000	0.099754	8.229679	-143.799962	-135.570283	0.000004	0.000040	1.742576	1.960629	1.885040	1.000000
257000	25.700000	0.101249	8.353031	-144.578767	-136.225736	0.000004	0.000040	1.732231	1.956659	1.878935	1.000000
261000	26.100000	0.097381	8.033972	-142.509683	-134.475712	0.000004	0.000040	1.728007	1.982594	1.892997	1.000000
262000	26.200000	0.100408	8.283651	-142.303591	-134.019940	0.000004	0.000040	1.722663	1.986120	1.893823	1.000000
263000	26.300000	0.104030	8.582486	-144.541200	-135.958714	0.000004	0.000040	1.719735	1.984508	1.891828	1.000000
266000	26.600000	0.099065	8.172873	-144.489375	-136.316502	0.000004	0.000040	1.725202	1.962185	1.879128	1.000000
267000	26.700000	0.100261	8.271492	-144.444511	-136.173018	0.000004	0.000040	1.728939	1.958794	1.878247	1.000000
268000	26.800000	0.099706	8.225729	-145.580069	-137.354340	0.000004	0.000040	1.723234	1.964175	1.879387	1.000000
271000	27.100000	0.100114	8.259425	-142.874471	-134.615046	0.000004	0.000040	1.717996	1.979913	1.887790	1.000000
273000	27.300000	0.100173	8.264274	-143.999865	-135.735591	0.000004	0.000040	1.724000	1.969932	1.884558	1.000000
274000	27.400000	0.103247	8.517909	-144.676177	-136.158269	0.000004	0.000040	1.723036	1.959275	1.878036	1.000000
275000	27.500000	0.099281	8.190681	-146.290660	-138.099979	0.000004	0.000040	1.722153	1.954138	1.874769	1.000000
277000	27.700000	0.097250	8.023165	-145.448004	-137.424839	0.000004	0.000040	1.723404	1.965817	1.882500	1.000000
283000	28.300000	0.100951	8.328457	-144.927707	-136.599250	0.000004	0.000040	1.724284	1.972576	1.886616	1.000000
284000	28.400000	0.098922	8.161094	-145.205615	-137.044521	0.000004	0.000040	1.731886	1.977491	1.892833	1.000000
285000	28.500000	0.095829	7.905914	-142.595839	-134.689925	0.000004	0.000040	1.738829	1.985712	1.900889	1.000000
292000	29.200000	0.099689	8.224350	-145.253781	-137.029432	0.000004	0.000040	1.729130	1.975642	1.891380	1.000000
293000	29.300000	0.101948	8.410703	-145.296147	-136.885445	0.000004	0.000040	1.717192	1.961866	1.878639	1.000000
294000	29.400000	0.101437	8.368574	-149.066008	-140.697434	0.000004	0.000040	1.704859	1.954982	1.869792	1.000000
295000	29.500000	0.099331	8.194795	-147.449250	-139.254456	0.000004	0.000040	1.695964	1.955289	1.866507	1.000000
301000	30.100000	0.099947	8.245593	-144.370197	-136.124604	0.000004	0.000040	1.722402	1.972275	1.885358	1.000000
303000	30.300000	0.101313	8.358322	-142.636394	-134.278072	0.000004	0.000040	1.708219	1.973610	1.880632	1.000000
305000	30.500000	0.101949	8.410812	-145.550943	-137.140132	0.000004	0.000040	1.697964	1.965588	1.871389	1.000000
316000	31.600000	0.102910	8.490086	-148.569049	-140.078962	0.000004	0.000040	1.686556	1.962315	1.866196	1.000000
318000	31.800000	0.100774	8.313877	-146.176815	-137.862938	0.000004	0.000040	1.681283	1.974327	1.872172	1.000000
320000	32.000000	0.102393	8.447409	-145.388332	-136.940923	0.000004	0.000040	1.663713	1.969189	1.862689	1.000000
324000	32.400000	0.095485	7.877490	-146.094516	-138.217026	0.000004	0.000040	1.687464	1.954613	1.862349	1.000000
325000	32.500000	0.103678	8.553404	-146.228586	-137.675183	0.000004	0.000040	1.695679	1.952702	1.863959	1.000000
327000	32.700000	0.099428	8.202812	-145.767698	-137.564886	0.000004	0.000040	1.701426	1.954101	1.866390	1.000000
329000	32.900000	0.100411	8.283919	-145.714701	-137.430782	0.000004	0.000040	1.680616	1.968157	1.868008	1.000000
331000	33.100000	0.104074	8.586100	-146.099756	-137.513657	0.000004	0.000040	1.680089	1.974308	1.871970	1.000000
334000	33.400000	0.099257	8.188734	-144.118505	-135.929772	0.000004	0.000040	1.707273	1.962630	1.874131	1.000000
335000	33.500000	0.101101	8.340800	-144.316989	-135.976189	0.000004	0.000040	1.707312	1.967337	1.876398	1.000000
337000	33.700000	0.100617	8.300938	-147.187774	-138.886836	0.000004	0.000040	1.689884	1.965904	1.868142	1.000000
343000	34.300000	0.099249	8.188071	-146.923749	-138.735678	0.000004	0.000040	1.688570	1.970178	1.871087	1.000000
346000	34.600000	0.099900	8.241775	-146.811132	-138.569357	0.000004	0.000040	1.703187	1.973134	1.879422	1.000000
347000	34.700000	0.099962	8.246903	-146.601612	-138.354710	0.000004	0.000040	1.714976	1.970702	1.882908	1.000000
348000	34.800000	0.096268	7.942083	-145.262753	-137.320671	0.000004	0.000040	1.720705	1.969643	1.884581	1.000000
349000	34.900000	0.101169	8.346444	-144.490413	-136.143969	0.000004	0.000040	1.715098	1.970152	1.882866	1.000000
352000	35.200000	0.102567	8.461804	-144.959383	-136.497579	0.000004	0.000040	1.684739	1.971817	1.871970	1.000000
354000	35.400000	0.097071	8.008324	-145.497197	-137.488873	0.000004	0.000040	1.688615	1.968631	1.871005	1.000000
355000	35.500000	0.096153	7.932608	-144.018846	-136.086239	0.000004	0.000040	1.689259	1.961068	1.866883	1.000000
357000	35.700000	0.101049	8.336509	-144.273606	-135.937096	0.000004	0.000040	1.700559	1.952728	1.865144	1.000000
363000	36.300000	0.101609	8.382734	-146.967834	-138.585100	0.000004	0.000040	1.709106	1.956524	1.870901	1.000000
367000	36.700000	0.097375	8.033428	-144.854559	-136.821131	0.000004	0.000040	1.702197	1.971018	1.877547	1.000000
369000	36.900000	0.099923	8.243670	-145.922608	-137.678938	0.000004	0.000040	1.690177	1.972005	1.874218	1.000000
370000	37.000000	0.100113	8.259289	-146.181014	-137.921725	0.000004	0.000040	1.698414	1.980653	1.882445	1.000000
371000	37.100000	0.101333	8.359975	-146.044486	-137.684512	0.000004	0.000040	1.716754	1.987427	1.893794	1.000000
372000	37.200000	0.100302	8.274917	-145.081164	-136.806247	0.000004	0.000040	1.725415	1.992879	1.901315	1.000000
374000	37.400000	0.096924	7.996217	-144.174225	-136.178008	0.000004	0.000040	1.706286	1.996071	1.896619	1.000000
375000	37.500000	0.100169	8.263983	-143.270318	-135.006335	0.000004	0.000040	1.696850	1.991485	1.890103	1.000000
376000	37.600000	0.099337	8.195316	-143.518310	-135.322994	0.000004	0.000040	1.698945	1.983059	1.885288	1.000000
378000	37.800000	0.100762	8.312825	-144.851334	-136.538509	0.000004	0.000040	1.708430	1.965412	1.877397	1.000000
380000	38.000000	0.095741	7.898674	-146.743468	-138.844795	0.000004	0.000040	1.686233	1.955042	1.862659	1.000000
383000	38.300000	0.098820	8.152638	-146.154158	-138.001520	0.000004	0.000040	1.701411	1.958228	1.870850	1.000000
387000	38.700000	0.092935	7.667173	-142.656865	-134.989692	0.000004	0.000040	1.702614	1.975782	1.881979	1.000000
389000	38.900000	0.104968	8.659826	-145.215957	-136.556131	0.000004	0.000040	1.703305	1.962336	1.874817	1.000000
390000	39.000000	0.098800	8.151019	-145.628406	-137.477387	0.000004	0.000040	1.694461	1.952286	1.865608	1.000000
392000	39.200000	0.099476	8.206795	-145.291522	-137.084728	0.000004	0.000040	1.681798	1.940320	1.853885	1.000000
395000	39.500000	0.100417	8.284444	-146.138788	-137.854344	0.000004	0.000040	1.685221	1.943386	1.857197	1.000000
396000	39.600000	0.098691	8.141987	-145.749160	-137.607173	0.000004	0.000040	1.692791	1.937314	1.856260	1.000000
397000	39.700000	0.100306	8.275267	-145.219146	-136.943879	0.000004	0.000040	1.695864	1.934865	1.855643	1.000000
400000	40.000000	0.097933	8.079496	-145.349602	-137.270106	0.000004	0.000040	1.681031	1.967936	1.869975	1.000000
401000	40.100000	0.101734	8.393077	-144.509097	-136.116020	0.000004	0.000040	1.679825	1.976154	1.874101	1.000000
402000	40.200000	0.101146	8.344511	-145.238335	-136.893824	0.000004	0.000040	1.683362	1.974866	1.874193	1.000000
404000	40.400000	0.100488	8.290248	-147.395778	-139.105531	0.000004	0.000040	1.683099	1.959308	1.863763	1.000000
406000	40.600000	0.099397	8.200248	-146.080075	-137.879827	0.000004	0.000040	1.695244	1.957543	1.866924	1.000000
412000	41.200000	0.100605	8.299929	-144.297421	-135.997492	0.000004	0.000040	1.702238	1.980845	1.883970	1.000000
414000	41.400000	0.101106	8.341217	-146.985616	-138.644399	0.000004	0.000040	1.707471	1.971941	1.879138	1.000000
415000	41.500000	0.100417	8.284396	-148.271988	-139.987592	0.000004	0.000040	1.703415	1.960267	1.869757	1.000000
418000	41.800000	0.098467	8.123500	-148.933312	-140.809812	0.000004	0.000040	1.698278	1.953577	1.864450	1.000000
420000	42.000000	0.100724	8.309694	-146.330777	-138.021083	0.000004	0.000040	1.696101	1.959326	1.868274	1.000000
423000	42.300000	0.099565	8.214107	-143.965447	-135.751340	0.000004	0.000040	1.705243	1.967458	1.876724	1.000000
426000	42.600000	0.102080	8.421629	-146.243084	-137.821455	0.000004	0.000040	1.697823	1.967121	1.873435	1.000000
427000	42.700000	0.099943	8.245260	-146.937559	-138.692299	0.000004	0.000040	1.696931	1.964571	1.871448	1.000000
429000	42.900000	0.101518	8.375214	-148.634451	-140.259236	0.000004	0.000040	1.696265	1.963925	1.870205	1.000000
431000	43.100000	0.100272	8.272411	-148.593676	-140.321265	0.000004	0.000040	1.683018	1.964948	1.866516	1.000000
432000	43.200000	0.096652	7.973810	-147.321330	-139.347520	0.000004	0.000040	1.680141	1.966750	1.867205	1.000000
434000	43.400000	0.100359	8.279601	-143.679472	-135.399871	0.000004	0.000040	1.693491	1.979112	1.879740	1.000000
438000	43.800000	0.099058	8.172308	-144.070835	-135.898527	0.000004	0.000040	1.695729	1.967808	1.873114	1.000000
439000	43.900000	0.101346	8.361012	-145.947512	-137.586500	0.000004	0.000040	1.696472	1.964978	1.871973	1.000000
440000	44.000000	0.099401	8.200562	-146.368302	-138.167740	0.000004	0.000040	1.694335	1.970190	1.875087	1.000000
441000	44.100000	0.099406	8.200964	-145.886965	-137.686001	0.000004	0.000040	1.689264	1.977711	1.878380	1.000000
442000	44.200000	0.099605	8.217372	-144.769136	-136.551764	0.000004	0.000040	1.681711	1.982926	1.879020	1.000000
443000	44.300000	0.100622	8.301316	-146.143912	-137.842596	0.000004	0.000040	1.675646	1.980935	1.875883	1.000000
444000	44.400000	0.100597	8.299291	-145.523260	-137.223969	0.000004	0.000040	1.671098	1.971090	1.868343	1.000000
446000	44.600000	0.100989	8.331560	-146.395569	-138.064009	0.000004	0.000040	1.666895	1.967363	1.864182	1.000000
447000	44.700000	0.099552	8.213013	-146.882330	-138.669317	0.000004	0.000040	1.674719	1.972613	1.869940	1.000000
448000	44.800000	0.097038	8.005614	-145.256097	-137.250483	0.000004	0.000040	1.686850	1.975812	1.875910	1.000000
453000	45.300000	0.099874	8.239592	-145.523467	-137.283875	0.000004	0.000040	1.701992	1.973274	1.878136	1.000000
455000	45.500000	0.100948	8.328183	-147.146713	-138.818530	0.000004	0.000040	1.692176	1.967201	1.870451	1.000000
457000	45.700000	0.098555	8.130776	-146.415433	-138.284657	0.000004	0.000040	1.687786	1.955459	1.861346	1.000000
459000	45.900000	0.099352	8.196502	-146.389284	-138.192782	0.000004	0.000040	1.701512	1.950835	1.863542	1.000000
464000	46.400000	0.102046	8.418810	-146.729548	-138.310738	0.000004	0.000040	1.687737	1.951634	1.859134	1.000000
468000	46.800000	0.098915	8.160511	-146.177290	-138.016779	0.000004	0.000040	1.693550	1.967157	1.872086	1.000000
470000	47.000000	0.101528	8.376019	-146.316998	-137.940979	0.000004	0.000040	1.695864	1.965354	1.872052	1.000000
473000	47.300000	0.101536	8.376683	-148.099387	-139.722704	0.000004	0.000040	1.688268	1.968106	1.869573	1.000000
481000	48.100000	0.099573	8.214754	-145.389386	-137.174632	0.000004	0.000040	1.696327	1.955779	1.866311	1.000000
484000	48.400000	0.100892	8.323599	-147.229914	-138.906314	0.000004	0.000040	1.698630	1.966666	1.874573	1.000000
486000	48.600000	0.096291	7.944014	-144.912607	-136.968593	0.000004	0.000040	1.693691	1.975651	1.878898	1.000000
488000	48.800000	0.102397	8.447740	-145.683171	-137.235431	0.000004	0.000040	1.694624	1.969030	1.874430	1.000000
489000	48.900000	0.100628	8.301826	-146.115744	-137.813918	0.000004	0.000040	1.697634	1.964352	1.871990	1.000000
493000	49.300000	0.101476	8.371763	-145.870606	-137.498843	0.000004	0.000040	1.704214	1.976073	1.880817	1.000000
498000	49.800000	0.100325	8.276803	-145.692493	-137.415690	0.000004	0.000040	1.708409	1.982968	1.884902	1.000000
499000	49.900000	0.097706	8.060744	-144.200917	-136.140173	0.000004	0.000040	1.717273	1.992523	1.893886	1.000000
500000	50.000000	0.098866	8.156457	-143.516076	-135.359619	0.000004	0.000040	1.721931	2.000873	1.900712	1.000000
503000	50.300000	0.102225	8.433560	-142.963158	-134.529599	0.000004	0.000040	1.693522	1.976044	1.874642	1.000000
505000	50.500000	0.100684	8.306467	-146.485235	-138.178768	0.000004	0.000040	1.687470	1.954864	1.859947	1.000000
507000	50.700000	0.100832	8.318666	-149.570581	-141.251915	0.000004	0.000040	1.686647	1.950736	1.858004	1.000000
511000	51.100000	0.100127	8.260503	-146.335353	-138.074850	0.000004	0.000040	1.692307	1.949001	1.860674	1.000000
512000	51.200000	0.100408	8.283622	-145.343452	-137.059830	0.000004	0.000040	1.699258	1.954667	1.866542	1.000000
515000	51.500000	0.099707	8.225860	-143.957753	-135.731893	0.000004	0.000040	1.696152	1.957886	1.868767	1.000000
517000	51.700000	0.097213	8.020054	-143.796991	-135.776937	0.000004	0.000040	1.699497	1.961489	1.872757	1.000000
518000	51.800000	0.101010	8.333295	-142.490364	-134.157069	0.000004	0.000040	1.702038	1.964676	1.875414	1.000000
522000	52.200000	0.099626	8.219160	-147.532603	-139.313443	0.000004	0.000040	1.700329	1.959579	1.868964	1.000000
532000	53.200000	0.101247	8.352846	-145.860487	-137.507641	0.000004	0.000040	1.712631	1.952718	1.869544	1.000000
