Step	t	Current temperature	KineticEnergy	Potential Energy	Internal Energy	Pressure	Density	RgH	RgP	RgAll	Bond length Average
533000	53.300000	0.099379	8.198789	-146.632502	-138.433713	0.000004	0.000040	1.703284	1.958887	1.869633	1.000000
534000	53.400000	0.101013	8.333600	-147.431931	-139.098331	0.000004	0.000040	1.694650	1.966032	1.870817	1.000000
535000	53.500000	0.098949	8.163272	-147.026493	-138.863220	0.000004	0.000040	1.695298	1.969611	1.873473	1.000000
536000	53.600000	0.101451	8.369735	-147.102303	-138.732568	0.000004	0.000040	1.702855	1.969700	1.876386	1.000000
539000	53.900000	0.102139	8.426503	-145.597317	-137.170814	0.000004	0.000040	1.705662	1.948715	1.863872	1.000000
541000	54.100000	0.099012	8.168451	-148.515094	-140.346643	0.000004	0.000040	1.700712	1.944991	1.859970	1.000000
543000	54.300000	0.102083	8.421882	-147.598597	-139.176715	0.000004	0.000040	1.685104	1.963257	1.866091	1.000000
544000	54.400000	0.100200	8.266467	-148.256966	-139.990499	0.000004	0.000040	1.679210	1.978079	1.873261	1.000000
545000	54.500000	0.097170	8.016536	-146.431565	-138.415029	0.000004	0.000040	1.681274	1.983102	1.877126	1.000000
546000	54.600000	0.098209	8.102254	-144.972857	-136.870603	0.000004	0.000040	1.690484	1.979956	1.878544	1.000000
547000	54.700000	0.099198	8.183806	-143.505473	-135.321667	0.000004	0.000040	1.699938	1.974931	1.879178	1.000000
550000	55.000000	0.098826	8.153185	-147.639198	-139.486013	0.000004	0.000040	1.686565	1.975269	1.874566	1.000000
555000	55.500000	0.100066	8.255419	-147.169950	-138.914531	0.000004	0.000040	1.701540	1.946631	1.861440	1.000000
559000	55.900000	0.098936	8.162183	-144.355762	-136.193579	0.000004	0.000040	1.696951	1.977659	1.878808	1.000000
562000	56.200000	0.102047	8.418891	-144.893836	-136.474944	0.000004	0.000040	1.708984	1.998222	1.896001	1.000000
563000	56.300000	0.101839	8.401739	-146.044926	-137.643187	0.000004	0.000040	1.706194	1.983924	1.886084	1.000000
565000	56.500000	0.099445	8.204199	-147.498579	-139.294380	0.000004	0.000040	1.690727	1.952782	1.861260	1.000000
567000	56.700000	0.099043	8.171060	-148.256969	-140.085909	0.000004	0.000040	1.677805	1.955811	1.858574	1.000000
571000	57.100000	0.097538	8.046908	-145.032094	-136.985186	0.000004	0.000040	1.684966	1.965567	1.866618	1.000000
573000	57.300000	0.100592	8.298817	-145.169254	-136.870438	0.000004	0.000040	1.706344	1.958317	1.869522	1.000000
574000	57.400000	0.100048	8.253963	-145.201874	-136.947912	0.000004	0.000040	1.705182	1.960573	1.870771	1.000000
576000	57.600000	0.098601	8.134548	-147.508539	-139.373991	0.000004	0.000040	1.691510	1.958092	1.864443	1.000000
577000	57.700000	0.099037	8.170577	-146.561667	-138.391090	0.000004	0.000040	1.684288	1.949980	1.856609	1.000000
578000	57.800000	0.100970	8.330064	-146.394647	-138.064583	0.000004	0.000040	1.683564	1.945218	1.852943	1.000000
579000	57.900000	0.095865	7.908897	-145.817154	-137.908258	0.000004	0.000040	1.689751	1.946382	1.855677	1.000000
580000	58.000000	0.100047	8.253848	-144.435554	-136.181706	0.000004	0.000040	1.698765	1.949789	1.861109	1.000000
581000	58.100000	0.099209	8.184767	-144.404809	-136.220042	0.000004	0.000040	1.712896	1.950414	1.866592	1.000000
582000	58.200000	0.099827	8.235723	-143.785466	-135.549742	0.000004	0.000040	1.723434	1.948941	1.869613	1.000000
583000	58.300000	0.102534	8.459038	-144.419855	-135.960817	0.000004	0.000040	1.722500	1.946639	1.868344	1.000000
584000	58.400000	0.098854	8.155436	-146.246584	-138.091148	0.000004	0.000040	1.712222	1.947172	1.865345	1.000000
585000	58.500000	0.102198	8.431305	-147.227124	-138.795819	0.000004	0.000040	1.699488	1.951907	1.863725	1.000000
586000	58.600000	0.100964	8.329542	-147.670200	-139.340657	0.000004	0.000040	1.688836	1.958084	1.863945	1.000000
587000	58.700000	0.097816	8.069830	-146.842861	-138.773031	0.000004	0.000040	1.686291	1.959764	1.864665	1.000000
589000	58.900000	0.096978	8.000646	-143.099547	-135.098901	0.000004	0.000040	1.707899	1.962663	1.874669	1.000000
590000	59.000000	0.103809	8.564247	-144.244926	-135.680679	0.000004	0.000040	1.716096	1.966463	1.880018	1.000000
591000	59.100000	0.099313	8.193312	-144.845167	-136.651854	0.000004	0.000040	1.708000	1.967444	1.877880	1.000000
595000	59.500000	0.099981	8.248402	-146.074942	-137.826540	0.000004	0.000040	1.690780	1.952651	1.861919	1.000000
601000	60.100000	0.098435	8.120889	-145.267527	-137.146638	0.000004	0.000040	1.680202	1.961948	1.864805	1.000000
603000	60.300000	0.100034	8.252815	-147.582375	-139.329560	0.000004	0.000040	1.701628	1.946876	1.862949	1.000000
604000	60.400000	0.097397	8.035292	-146.749896	-138.714604	0.000004	0.000040	1.696869	1.950467	1.863006	1.000000
605000	60.500000	0.105308	8.687904	-147.262376	-138.574473	0.000004	0.000040	1.688521	1.960417	1.865716	1.000000
609000	60.900000	0.100699	8.307667	-145.737505	-137.429838	0.000004	0.000040	1.686728	1.959577	1.864832	1.000000
610000	61.000000	0.098907	8.159860	-144.883307	-136.723447	0.000004	0.000040	1.685152	1.955713	1.861992	1.000000
611000	61.100000	0.103397	8.530229	-146.655055	-138.124826	0.000004	0.000040	1.686585	1.955699	1.862706	1.000000
614000	61.400000	0.099358	8.197002	-144.784344	-136.587342	0.000004	0.000040	1.704036	1.961787	1.873272	1.000000
618000	61.800000	0.097651	8.056219	-143.841515	-135.785296	0.000004	0.000040	1.703170	1.956471	1.870092	1.000000
621000	62.100000	0.102631	8.467098	-143.654384	-135.187286	0.000004	0.000040	1.701747	1.955657	1.868551	1.000000
625000	62.500000	0.102678	8.470951	-148.037338	-139.566387	0.000004	0.000040	1.691080	1.911732	1.836633	1.000000
627000	62.700000	0.097003	8.002752	-145.542666	-137.539914	0.000004	0.000040	1.719645	1.934323	1.861736	1.000000
628000	62.800000	0.099795	8.233088	-144.084804	-135.851716	0.000004	0.000040	1.722866	1.951883	1.874389	1.000000
632000	63.200000	0.099000	8.167519	-145.658101	-137.490582	0.000004	0.000040	1.711050	1.922058	1.851781	1.000000
634000	63.400000	0.099541	8.212116	-145.488098	-137.275982	0.000004	0.000040	1.720489	1.922882	1.855358	1.000000
635000	63.500000	0.102375	8.445923	-147.025695	-138.579772	0.000004	0.000040	1.715634	1.926037	1.855507	1.000000
636000	63.600000	0.102293	8.439176	-148.134752	-139.695576	0.000004	0.000040	1.704910	1.922693	1.849458	1.000000
637000	63.700000	0.097643	8.055566	-149.169489	-141.113923	0.000004	0.000040	1.695197	1.913391	1.840070	1.000000
642000	64.200000	0.095952	7.916022	-143.990325	-136.074303	0.000004	0.000040	1.705953	1.900678	1.835697	1.000000
645000	64.500000	0.100273	8.272531	-144.154593	-135.882062	0.000004	0.000040	1.738152	1.913470	1.855485	1.000000
648000	64.800000	0.102876	8.487237	-145.273275	-136.786038	0.000004	0.000040	1.723312	1.903288	1.843217	1.000000
650000	65.000000	0.099797	8.233253	-149.627492	-141.394239	0.000004	0.000040	1.710458	1.888525	1.829261	1.000000
652000	65.200000	0.101414	8.366692	-148.471128	-140.104436	0.000004	0.000040	1.713793	1.890952	1.832881	1.000000
653000	65.300000	0.101010	8.333288	-148.446302	-140.113014	0.000004	0.000040	1.712599	1.906991	1.842460	1.000000
659000	65.900000	0.099010	8.168341	-146.311625	-138.143285	0.000004	0.000040	1.704817	1.902012	1.836102	1.000000
662000	66.200000	0.099250	8.188110	-145.680495	-137.492385	0.000004	0.000040	1.726711	1.891793	1.839016	1.000000
663000	66.300000	0.100115	8.259455	-146.133343	-137.873887	0.000004	0.000040	1.741407	1.898161	1.847943	1.000000
665000	66.500000	0.100095	8.257842	-145.390086	-137.132244	0.000004	0.000040	1.728754	1.904826	1.847318	1.000000
667000	66.700000	0.100596	8.299143	-147.152161	-138.853019	0.000004	0.000040	1.720072	1.886334	1.832684	1.000000
668000	66.800000	0.100285	8.273516	-148.498209	-140.224694	0.000004	0.000040	1.723648	1.877483	1.828729	1.000000
669000	66.900000	0.100892	8.323575	-148.524696	-140.201121	0.000004	0.000040	1.726644	1.868721	1.824432	1.000000
670000	67.000000	0.100854	8.320420	-149.070017	-140.749596	0.000004	0.000040	1.724828	1.861291	1.818578	1.000000
674000	67.400000	0.101686	8.389081	-148.431164	-140.042083	0.000004	0.000040	1.721100	1.866486	1.822178	1.000000
679000	67.900000	0.100499	8.291144	-147.870773	-139.579629	0.000004	0.000040	1.717359	1.892102	1.835926	1.000000
682000	68.200000	0.100805	8.316426	-146.501205	-138.184779	0.000004	0.000040	1.720280	1.899249	1.841563	1.000000
687000	68.700000	0.099772	8.231206	-148.322953	-140.091747	0.000004	0.000040	1.742952	1.877972	1.838443	1.000000
691000	69.100000	0.100742	8.311205	-150.120503	-141.809298	0.000004	0.000040	1.706129	1.873522	1.822397	1.000000
697000	69.700000	0.100443	8.286561	-147.707490	-139.420929	0.000004	0.000040	1.735397	1.883993	1.839653	1.000000
698000	69.800000	0.097812	8.069494	-145.661638	-137.592145	0.000004	0.000040	1.734845	1.876195	1.834088	1.000000
699000	69.900000	0.101696	8.389910	-146.764925	-138.375015	0.000004	0.000040	1.738746	1.868562	1.830085	1.000000
700000	70.000000	0.101150	8.344857	-147.826615	-139.481758	0.000004	0.000040	1.740081	1.865363	1.827910	1.000000
703000	70.300000	0.099712	8.226280	-149.341040	-141.114761	0.000004	0.000040	1.728163	1.868431	1.824836	1.000000
707000	70.700000	0.099179	8.182299	-150.325079	-142.142780	0.000004	0.000040	1.723187	1.855327	1.814010	1.000000
709000	70.900000	0.099792	8.232878	-150.574731	-142.341853	0.000004	0.000040	1.732381	1.854379	1.816825	1.000000
716000	71.600000	0.100456	8.287632	-151.149163	-142.861531	0.000004	0.000040	1.728034	1.861812	1.820301	1.000000
718000	71.800000	0.105203	8.679223	-151.304819	-142.625596	0.000004	0.000040	1.712579	1.859067	1.811881	1.000000
719000	71.900000	0.099542	8.212202	-153.447188	-145.234986	0.000004	0.000040	1.716761	1.854285	1.810898	1.000000
721000	72.100000	0.096566	7.966707	-152.130243	-144.163536	0.000004	0.000040	1.714625	1.865641	1.817332	1.000000
729000	72.900000	0.099743	8.228824	-152.209184	-143.980360	0.000004	0.000040	1.698388	1.867609	1.814796	1.000000
730000	73.000000	0.098991	8.166754	-151.014049	-142.847295	0.000004	0.000040	1.704940	1.864484	1.815174	1.000000
733000	73.300000	0.101837	8.401537	-151.224436	-142.822899	0.000004	0.000040	1.716823	1.862140	1.817418	1.000000
739000	73.900000	0.098315	8.110987	-149.145215	-141.034228	0.000004	0.000040	1.725556	1.864272	1.820662	1.000000
740000	74.000000	0.100033	8.252695	-149.831103	-141.578408	0.000004	0.000040	1.716033	1.869107	1.820740	1.000000
742000	74.200000	0.102973	8.495304	-150.387638	-141.892334	0.000004	0.000040	1.707137	1.863935	1.814504	1.000000
744000	74.400000	0.101779	8.396746	-150.027021	-141.630275	0.000004	0.000040	1.700784	1.863283	1.811470	1.000000
746000	74.600000	0.103968	8.577363	-151.276728	-142.699365	0.000004	0.000040	1.706988	1.875609	1.821980	1.000000
747000	74.700000	0.095221	7.855751	-149.564301	-141.708550	0.000004	0.000040	1.707245	1.874457	1.821933	1.000000
750000	75.000000	0.104640	8.632778	-150.392224	-141.759447	0.000004	0.000040	1.697071	1.860647	1.810170	1.000000
752000	75.200000	0.100038	8.253095	-151.911703	-143.658608	0.000004	0.000040	1.685664	1.858178	1.804727	1.000000
753000	75.300000	0.099620	8.218663	-152.161976	-143.943313	0.000004	0.000040	1.690989	1.862771	1.809507	1.000000
754000	75.400000	0.097837	8.071568	-149.822058	-141.750489	0.000004	0.000040	1.704459	1.865092	1.815375	1.000000
756000	75.600000	0.101876	8.404749	-149.579753	-141.175004	0.000004	0.000040	1.725305	1.866084	1.823981	1.000000
757000	75.700000	0.098161	8.098316	-149.439180	-141.340863	0.000004	0.000040	1.722169	1.869874	1.825307	1.000000
762000	76.200000	0.097888	8.075730	-152.390550	-144.314820	0.000004	0.000040	1.694143	1.848116	1.798811	1.000000
763000	76.300000	0.098612	8.135518	-151.045611	-142.910094	0.000004	0.000040	1.694015	1.839416	1.793340	1.000000
764000	76.400000	0.101687	8.389204	-153.897267	-145.508064	0.000004	0.000040	1.694430	1.844094	1.796635	1.000000
766000	76.600000	0.097933	8.079493	-152.158010	-144.078516	0.000004	0.000040	1.697629	1.872573	1.816464	1.000000
767000	76.700000	0.100765	8.313074	-151.578608	-143.265534	0.000004	0.000040	1.695943	1.881543	1.821822	1.000000
769000	76.900000	0.097868	8.074141	-149.065746	-140.991605	0.000004	0.000040	1.689500	1.865598	1.809437	1.000000
771000	77.100000	0.102464	8.453304	-150.398039	-141.944735	0.000004	0.000040	1.700723	1.854846	1.806414	1.000000
775000	77.500000	0.098478	8.124437	-151.337127	-143.212690	0.000004	0.000040	1.705468	1.846620	1.803887	1.000000
779000	77.900000	0.101216	8.350346	-151.510319	-143.159973	0.000004	0.000040	1.678274	1.856702	1.801338	1.000000
780000	78.000000	0.099182	8.182497	-150.967543	-142.785046	0.000004	0.000040	1.692177	1.870248	1.814783	1.000000
781000	78.100000	0.096207	7.937072	-148.579502	-140.642429	0.000004	0.000040	1.699668	1.876197	1.820718	1.000000
787000	78.700000	0.099125	8.177838	-151.429518	-143.251680	0.000004	0.000040	1.678022	1.862237	1.802234	1.000000
789000	78.900000	0.101635	8.384885	-149.487315	-141.102430	0.000004	0.000040	1.694135	1.865572	1.809456	1.000000
792000	79.200000	0.099370	8.198015	-150.983382	-142.785367	0.000004	0.000040	1.674597	1.873032	1.806987	1.000000
793000	79.300000	0.102770	8.478511	-150.800181	-142.321670	0.000004	0.000040	1.674264	1.867010	1.802704	1.000000
795000	79.500000	0.099909	8.242488	-152.431558	-144.189070	0.000004	0.000040	1.675710	1.853502	1.795283	1.000000
796000	79.600000	0.100062	8.255153	-153.004906	-144.749753	0.000004	0.000040	1.668197	1.858216	1.795970	1.000000
797000	79.700000	0.098759	8.147588	-151.710347	-143.562758	0.000004	0.000040	1.664086	1.867137	1.800205	1.000000
802000	80.200000	0.098870	8.156813	-149.172839	-141.016027	0.000004	0.000040	1.684291	1.866999	1.809365	1.000000
803000	80.300000	0.101010	8.333359	-150.368940	-142.035581	0.000004	0.000040	1.696652	1.862857	1.811002	1.000000
805000	80.500000	0.100377	8.281110	-151.767742	-143.486632	0.000004	0.000040	1.704321	1.862835	1.812795	1.000000
806000	80.600000	0.099569	8.214430	-151.570125	-143.355695	0.000004	0.000040	1.701782	1.862668	1.811751	1.000000
807000	80.700000	0.098908	8.159931	-151.168654	-143.008723	0.000004	0.000040	1.704610	1.861127	1.811498	1.000000
808000	80.800000	0.100282	8.273278	-151.342068	-143.068790	0.000004	0.000040	1.710437	1.860209	1.812869	1.000000
810000	81.000000	0.099208	8.184620	-151.298861	-143.114241	0.000004	0.000040	1.721032	1.857306	1.815329	1.000000
811000	81.100000	0.101106	8.341241	-151.790983	-143.449742	0.000004	0.000040	1.720703	1.852171	1.812050	1.000000
819000	81.900000	0.101534	8.376567	-152.439330	-144.062763	0.000004	0.000040	1.714384	1.871973	1.820289	1.000000
820000	82.000000	0.099036	8.170483	-151.119287	-142.948804	0.000004	0.000040	1.708057	1.879439	1.822318	1.000000
825000	82.500000	0.102682	8.471237	-150.796055	-142.324818	0.000004	0.000040	1.724325	1.892119	1.837709	1.000000
828000	82.800000	0.098832	8.153666	-149.553583	-141.399917	0.000004	0.000040	1.724146	1.881829	1.830209	1.000000
829000	82.900000	0.106356	8.774368	-149.910919	-141.136551	0.000004	0.000040	1.722462	1.871587	1.823016	1.000000
830000	83.000000	0.098450	8.122152	-152.969373	-144.847221	0.000004	0.000040	1.726028	1.869432	1.823301	1.000000
835000	83.500000	0.100339	8.277940	-149.135856	-140.857916	0.000004	0.000040	1.723180	1.888509	1.833967	1.000000
836000	83.600000	0.101277	8.355381	-150.636779	-142.281398	0.000004	0.000040	1.718463	1.873440	1.822926	1.000000
839000	83.900000	0.097002	8.002638	-150.935055	-142.932417	0.000004	0.000040	1.711834	1.866658	1.817492	1.000000
844000	84.400000	0.102659	8.469373	-149.793512	-141.324139	0.000004	0.000040	1.756266	1.903554	1.856099	1.000000
846000	84.600000	0.100911	8.325180	-151.430406	-143.105226	0.000004	0.000040	1.745509	1.860877	1.825069	1.000000
849000	84.900000	0.100038	8.253147	-152.723917	-144.470770	0.000004	0.000040	1.741747	1.868556	1.827875	1.000000
852000	85.200000	0.100441	8.286393	-150.631564	-142.345170	0.000004	0.000040	1.712327	1.882683	1.826611	1.000000
853000	85.300000	0.100862	8.321123	-152.163061	-143.841938	0.000004	0.000040	1.706781	1.884727	1.826434	1.000000
854000	85.400000	0.100615	8.300756	-152.617339	-144.316584	0.000004	0.000040	1.709450	1.883288	1.827541	1.000000
855000	85.500000	0.097398	8.035342	-151.674628	-143.639287	0.000004	0.000040	1.712682	1.881479	1.828096	1.000000
856000	85.600000	0.098319	8.111298	-150.296738	-142.185441	0.000004	0.000040	1.711653	1.881068	1.827486	1.000000
858000	85.800000	0.102096	8.422925	-148.903327	-140.480403	0.000004	0.000040	1.699864	1.893602	1.830712	1.000000
862000	86.200000	0.099995	8.249563	-149.859329	-141.609767	0.000004	0.000040	1.681919	1.880222	1.816146	1.000000
865000	86.500000	0.098690	8.141893	-151.167114	-143.025221	0.000004	0.000040	1.689381	1.874177	1.814005	1.000000
867000	86.700000	0.100432	8.285639	-149.951944	-141.666305	0.000004	0.000040	1.708174	1.894435	1.833219	1.000000
868000	86.800000	0.098818	8.152516	-150.482058	-142.329542	0.000004	0.000040	1.708545	1.897828	1.835573	1.000000
871000	87.100000	0.099850	8.237662	-152.760414	-144.522752	0.000004	0.000040	1.690908	1.877134	1.816194	1.000000
874000	87.400000	0.098973	8.165270	-151.332931	-143.167661	0.000004	0.000040	1.702727	1.862884	1.811657	1.000000
876000	87.600000	0.096732	7.980353	-149.752259	-141.771906	0.000004	0.000040	1.715136	1.860389	1.815442	1.000000
877000	87.700000	0.101986	8.413833	-148.604893	-140.191061	0.000004	0.000040	1.717993	1.862182	1.817327	1.000000
878000	87.800000	0.101354	8.361673	-149.731352	-141.369679	0.000004	0.000040	1.724628	1.864715	1.820520	1.000000
879000	87.900000	0.101189	8.348091	-151.351578	-143.003487	0.000004	0.000040	1.729218	1.865992	1.822445	1.000000
880000	88.000000	0.100767	8.313313	-151.142208	-142.828895	0.000004	0.000040	1.724408	1.865480	1.820439	1.000000
883000	88.300000	0.099259	8.188830	-150.915134	-142.726304	0.000004	0.000040	1.717026	1.877476	1.826666	1.000000
885000	88.500000	0.100051	8.254222	-149.226210	-140.971988	0.000004	0.000040	1.730782	1.881064	1.833487	1.000000
886000	88.600000	0.101931	8.409343	-150.407333	-141.997990	0.000004	0.000040	1.742133	1.876142	1.834354	1.000000
889000	88.900000	0.100363	8.279908	-153.188357	-144.908448	0.000004	0.000040	1.726857	1.850410	1.810098	1.000000
891000	89.100000	0.099790	8.232636	-148.831136	-140.598500	0.000004	0.000040	1.725132	1.859502	1.814794	1.000000
892000	89.200000	0.100583	8.298061	-150.232602	-141.934541	0.000004	0.000040	1.734829	1.879871	1.831134	1.000000
894000	89.400000	0.102103	8.423473	-148.700181	-140.276709	0.000004	0.000040	1.742909	1.905022	1.849657	1.000000
897000	89.700000	0.100186	8.265304	-150.853252	-142.587948	0.000004	0.000040	1.725746	1.865807	1.819382	1.000000
898000	89.800000	0.101692	8.389589	-149.008791	-140.619202	0.000004	0.000040	1.724517	1.861889	1.816147	1.000000
899000	89.900000	0.100798	8.315840	-151.428148	-143.112307	0.000004	0.000040	1.728093	1.868009	1.821475	1.000000
903000	90.300000	0.098894	8.158742	-150.570110	-142.411368	0.000004	0.000040	1.721622	1.905852	1.844596	1.000000
905000	90.500000	0.101723	8.392127	-151.453097	-143.060970	0.000004	0.000040	1.704058	1.893679	1.829994	1.000000
907000	90.700000	0.098945	8.162972	-150.158004	-141.995032	0.000004	0.000040	1.719076	1.888441	1.831237	1.000000
910000	91.000000	0.100196	8.266174	-150.918317	-142.652143	0.000004	0.000040	1.751110	1.889354	1.843239	1.000000
912000	91.200000	0.100755	8.312322	-149.876846	-141.564524	0.000004	0.000040	1.754884	1.890620	1.844830	1.000000
914000	91.400000	0.098862	8.156134	-149.517607	-141.361474	0.000004	0.000040	1.763196	1.905832	1.857030	1.000000
917000	91.700000	0.099479	8.207015	-149.993211	-141.786196	0.000004	0.000040	1.749049	1.917093	1.859608	1.000000
920000	92.000000	0.099930	8.244216	-152.117247	-143.873031	0.000004	0.000040	1.732034	1.885575	1.833581	1.000000
922000	92.200000	0.098595	8.134108	-152.444896	-144.310788	0.000004	0.000040	1.718639	1.883167	1.827699	1.000000
925000	92.500000	0.101444	8.369104	-151.418020	-143.048916	0.000004	0.000040	1.702745	1.909781	1.839566	1.000000
926000	92.600000	0.100560	8.296225	-152.222411	-143.926186	0.000004	0.000040	1.698040	1.912513	1.839591	1.000000
927000	92.700000	0.098652	8.138777	-150.982675	-142.843898	0.000004	0.000040	1.700047	1.909845	1.839154	1.000000
928000	92.800000	0.102313	8.440786	-151.070764	-142.629979	0.000004	0.000040	1.708569	1.905841	1.840354	1.000000
932000	93.200000	0.099366	8.197714	-152.055148	-143.857434	0.000004	0.000040	1.689847	1.888789	1.822627	1.000000
943000	94.300000	0.097929	8.079172	-152.170817	-144.091645	0.000004	0.000040	1.716949	1.904081	1.842810	1.000000
945000	94.500000	0.097900	8.076726	-149.469984	-141.393258	0.000004	0.000040	1.715254	1.914630	1.848741	1.000000
950000	95.000000	0.099131	8.178312	-151.755374	-143.577063	0.000004	0.000040	1.702055	1.903104	1.834679	1.000000
951000	95.100000	0.100947	8.328143	-151.281414	-142.953271	0.000004	0.000040	1.709737	1.904297	1.838519	1.000000
952000	95.200000	0.099106	8.176207	-150.770840	-142.594633	0.000004	0.000040	1.715372	1.904648	1.841095	1.000000
956000	95.600000	0.098013	8.086066	-149.898160	-141.812094	0.000004	0.000040	1.707227	1.903789	1.837487	1.000000
960000	96.000000	0.099514	8.209874	-151.517926	-143.308052	0.000004	0.000040	1.711437	1.898783	1.837045	1.000000
963000	96.300000	0.103216	8.515354	-149.403964	-140.888610	0.000004	0.000040	1.713289	1.899412	1.837124	1.000000
964000	96.400000	0.098196	8.101172	-150.828943	-142.727771	0.000004	0.000040	1.718608	1.902635	1.841429	1.000000
965000	96.500000	0.101359	8.362111	-150.209882	-141.847772	0.000004	0.000040	1.720170	1.903709	1.842799	1.000000
966000	96.600000	0.099441	8.203881	-150.240645	-142.036764	0.000004	0.000040	1.715972	1.902172	1.840140	1.000000
973000	97.300000	0.100527	8.293455	-153.465642	-145.172187	0.000004	0.000040	1.689607	1.881681	1.817091	1.000000
975000	97.500000	0.101450	8.369622	-150.838651	-142.469029	0.000004	0.000040	1.690796	1.894588	1.825801	1.000000
976000	97.600000	0.101990	8.414210	-152.244563	-143.830353	0.000004	0.000040	1.694061	1.907475	1.835150	1.000000
977000	97.700000	0.097037	8.005520	-150.559946	-142.554426	0.000004	0.000040	1.701285	1.908387	1.838523	1.000000
978000	97.800000	0.097084	8.009469	-149.731921	-141.722453	0.000004	0.000040	1.704386	1.899319	1.834282	1.000000
983000	98.300000	0.097221	8.020702	-152.444129	-144.423427	0.000004	0.000040	1.707980	1.886564	1.827359	1.000000
984000	98.400000	0.098256	8.106091	-151.811471	-143.705380	0.000004	0.000040	1.709214	1.886962	1.827970	1.000000
985000	98.500000	0.102103	8.423523	-151.875561	-143.452038	0.000004	0.000040	1.709851	1.882497	1.825546	1.000000
986000	98.600000	0.100772	8.313655	-153.275733	-144.962079	0.000004	0.000040	1.706122	1.878765	1.821773	1.000000
987000	98.700000	0.100172	8.264172	-152.638323	-144.374150	0.000004	0.000040	1.701078	1.876540	1.818054	1.000000
995000	99.500000	0.100973	8.330237	-150.958648	-142.628411	0.000004	0.000040	1.681755	1.900576	1.827609	1.000000
998000	99.800000	0.100452	8.287273	-150.199307	-141.912034	0.000004	0.000040	1.679380	1.900141	1.827757	1.000000
999000	99.900000	0.100898	8.324120	-150.801861	-142.477740	0.000004	0.000040	1.687947	1.898997	1.829295	1.000000
1001000	100.100000	0.096203	7.936759	-150.030697	-142.093939	0.000004	0.000040	1.696942	1.892538	1.827629	1.000000
1002000	100.200000	0.103091	8.505009	-148.860366	-140.355357	0.000004	0.000040	1.695691	1.887941	1.824720	1.000000
1006000	100.600000	0.099712	8.226247	-149.511750	-141.285503	0.000004	0.000040	1.687499	1.906143	1.834700	1.000000
1007000	100.700000	0.098562	8.131331	-148.811457	-140.680126	0.000004	0.000040	1.679658	1.901968	1.829478	1.000000
1009000	100.900000	0.101653	8.386358	-149.896660	-141.510302	0.000004	0.000040	1.661588	1.910812	1.829412	1.000000
1013000	101.300000	0.100591	8.298717	-150.685063	-142.386346	0.000004	0.000040	1.668862	1.920015	1.837843	1.000000
1016000	101.600000	0.100607	8.300081	-149.836130	-141.536048	0.000004	0.000040	1.685391	1.909535	1.837371	1.000000
1017000	101.700000	0.098199	8.101447	-148.264704	-140.163258	0.000004	0.000040	1.693304	1.910712	1.841318	1.000000
1020000	102.000000	0.098366	8.115187	-148.457725	-140.342537	0.000004	0.000040	1.685788	1.920855	1.844120	1.000000
1021000	102.100000	0.100301	8.274793	-148.214227	-139.939434	0.000004	0.000040	1.692589	1.917170	1.844625	1.000000
1022000	102.200000	0.102472	8.453900	-148.327418	-139.873518	0.000004	0.000040	1.695048	1.916588	1.845376	1.000000
1023000	102.300000	0.098436	8.120981	-148.874116	-140.753135	0.000004	0.000040	1.687256	1.915712	1.841864	1.000000
1024000	102.400000	0.102514	8.457430	-148.124377	-139.666948	0.000004	0.000040	1.679866	1.908742	1.834066	1.000000
1025000	102.500000	0.101305	8.357623	-150.390528	-142.032904	0.000004	0.000040	1.683619	1.899422	1.828858	1.000000
1027000	102.700000	0.102212	8.432478	-150.303309	-141.870831	0.000004	0.000040	1.698205	1.895910	1.830759	1.000000
1030000	103.000000	0.101602	8.382185	-150.414493	-142.032308	0.000004	0.000040	1.696985	1.910723	1.838029	1.000000
1031000	103.100000	0.099672	8.222966	-151.453373	-143.230407	0.000004	0.000040	1.699039	1.906060	1.835687	1.000000
1032000	103.200000	0.102289	8.438848	-151.212379	-142.773531	0.000004	0.000040	1.696734	1.902133	1.832322	1.000000
1033000	103.300000	0.099707	8.225801	-152.506016	-144.280216	0.000004	0.000040	1.690096	1.900730	1.828873	1.000000
1034000	103.400000	0.101598	8.381865	-152.658002	-144.276137	0.000004	0.000040	1.688980	1.899711	1.827553	1.000000
1040000	104.000000	0.100906	8.324777	-150.770581	-142.445804	0.000004	0.000040	1.691322	1.899411	1.827651	1.000000
1041000	104.100000	0.097892	8.076111	-150.038330	-141.962219	0.000004	0.000040	1.679219	1.897219	1.822157	1.000000
1042000	104.200000	0.103455	8.535074	-151.023458	-142.488384	0.000004	0.000040	1.677221	1.898275	1.822303	1.000000
1043000	104.300000	0.100221	8.268237	-152.546043	-144.277806	0.000004	0.000040	1.690100	1.898029	1.827107	1.000000
1046000	104.600000	0.100868	8.321591	-150.687238	-142.365647	0.000004	0.000040	1.717261	1.902167	1.838787	1.000000
1050000	105.000000	0.100669	8.305229	-148.522203	-140.216974	0.000004	0.000040	1.751418	1.917435	1.860637	1.000000
1052000	105.200000	0.097940	8.080035	-150.816467	-142.736433	0.000004	0.000040	1.740731	1.914482	1.854851	1.000000
1055000	105.500000	0.098383	8.116582	-151.392660	-143.276078	0.000004	0.000040	1.731976	1.897717	1.841018	1.000000
