Step	t	Current temperature	KineticEnergy	Potential Energy	Internal Energy	Pressure	Density	RgH	RgP	RgAll	Bond length Average
547000	54.700000	0.098146	8.097019	-149.929736	-141.832716	0.000004	0.000040	1.759199	1.906020	1.888405	1.000000
548000	54.800000	0.100637	8.302555	-149.987767	-141.685212	0.000004	0.000040	1.755486	1.918949	1.893678	1.000000
550000	55.000000	0.097877	8.074833	-149.479020	-141.404187	0.000004	0.000040	1.744886	1.918255	1.885494	1.000000
551000	55.100000	0.103621	8.548761	-150.585916	-142.037154	0.000004	0.000040	1.736875	1.912322	1.877760	1.000000
555000	55.500000	0.096796	7.985634	-150.814255	-142.828620	0.000004	0.000040	1.763511	1.916983	1.893656	1.000000
556000	55.600000	0.100679	8.306051	-147.884527	-139.578476	0.000004	0.000040	1.779732	1.916548	1.899200	1.000000
558000	55.800000	0.101281	8.355717	-149.504558	-141.148841	0.000004	0.000040	1.793281	1.919904	1.905685	1.000000
561000	56.100000	0.100084	8.256902	-147.914452	-139.657550	0.000004	0.000040	1.759926	1.918297	1.892003	1.000000
562000	56.200000	0.102824	8.483003	-149.324083	-140.841079	0.000004	0.000040	1.756123	1.915404	1.888104	1.000000
565000	56.500000	0.098564	8.131560	-151.189566	-143.058006	0.000004	0.000040	1.738441	1.892328	1.868066	1.000000
570000	57.000000	0.101287	8.356201	-149.499272	-141.143071	0.000004	0.000040	1.758847	1.914948	1.891681	1.000000
572000	57.200000	0.100475	8.289158	-149.737876	-141.448717	0.000004	0.000040	1.758582	1.915035	1.893167	1.000000
574000	57.400000	0.102389	8.447072	-148.431133	-139.984061	0.000004	0.000040	1.754682	1.919298	1.896609	1.000000
576000	57.600000	0.100809	8.316767	-149.348046	-141.031278	0.000004	0.000040	1.760380	1.913223	1.896628	1.000000
577000	57.700000	0.100611	8.300376	-149.985910	-141.685534	0.000004	0.000040	1.758689	1.905678	1.890234	1.000000
579000	57.900000	0.103004	8.497841	-151.991163	-143.493322	0.000004	0.000040	1.749234	1.885792	1.871167	1.000000
582000	58.200000	0.099719	8.226834	-152.502434	-144.275600	0.000004	0.000040	1.718702	1.889170	1.860373	1.000000
585000	58.500000	0.099759	8.230132	-151.050780	-142.820649	0.000004	0.000040	1.749626	1.915961	1.890764	1.000000
586000	58.600000	0.100060	8.254965	-151.185328	-142.930363	0.000004	0.000040	1.761572	1.915985	1.896145	1.000000
587000	58.700000	0.100486	8.290078	-152.070019	-143.779941	0.000004	0.000040	1.766693	1.912621	1.896479	1.000000
588000	58.800000	0.097156	8.015332	-150.248799	-142.233467	0.000004	0.000040	1.765816	1.907698	1.893277	1.000000
591000	59.100000	0.102111	8.424128	-151.478692	-143.054563	0.000004	0.000040	1.770877	1.910328	1.898124	1.000000
598000	59.800000	0.102020	8.416662	-150.097971	-141.681309	0.000004	0.000040	1.748019	1.886561	1.869714	1.000000
599000	59.900000	0.100355	8.279273	-151.396139	-143.116866	0.000004	0.000040	1.748830	1.888901	1.872638	1.000000
600000	60.000000	0.097464	8.040749	-149.973009	-141.932260	0.000004	0.000040	1.745711	1.892378	1.874831	1.000000
602000	60.200000	0.097747	8.064109	-150.339350	-142.275241	0.000004	0.000040	1.741935	1.897387	1.878805	1.000000
609000	60.900000	0.101545	8.377468	-152.469583	-144.092115	0.000004	0.000040	1.729349	1.892331	1.870124	1.000000
610000	61.000000	0.097669	8.057663	-151.939356	-143.881693	0.000004	0.000040	1.727241	1.895884	1.871227	1.000000
614000	61.400000	0.100662	8.304586	-149.230215	-140.925630	0.000004	0.000040	1.760696	1.927613	1.898687	1.000000
617000	61.700000	0.097813	8.069580	-150.308796	-142.239216	0.000004	0.000040	1.739833	1.908148	1.879289	1.000000
618000	61.800000	0.102519	8.457820	-150.074926	-141.617107	0.000004	0.000040	1.736632	1.898801	1.872299	1.000000
619000	61.900000	0.101281	8.355684	-151.009266	-142.653583	0.000004	0.000040	1.730327	1.899273	1.870793	1.000000
621000	62.100000	0.099118	8.177274	-152.560943	-144.383669	0.000004	0.000040	1.722382	1.913176	1.877908	1.000000
625000	62.500000	0.098441	8.121379	-150.230289	-142.108911	0.000004	0.000040	1.739748	1.896482	1.878819	1.000000
626000	62.600000	0.100242	8.269974	-149.392533	-141.122558	0.000004	0.000040	1.749597	1.890101	1.879099	1.000000
628000	62.800000	0.102047	8.418852	-150.639614	-142.220762	0.000004	0.000040	1.760415	1.888041	1.881258	1.000000
630000	63.000000	0.100391	8.282273	-151.271956	-142.989682	0.000004	0.000040	1.749967	1.897983	1.881590	1.000000
631000	63.100000	0.100524	8.293193	-151.144487	-142.851294	0.000004	0.000040	1.749377	1.903744	1.883780	1.000000
633000	63.300000	0.100848	8.319964	-150.104327	-141.784363	0.000004	0.000040	1.776417	1.913115	1.897952	1.000000
634000	63.400000	0.099371	8.198140	-150.210856	-142.012716	0.000004	0.000040	1.787109	1.916624	1.904447	1.000000
635000	63.500000	0.099456	8.205130	-149.221736	-141.016606	0.000004	0.000040	1.792713	1.915195	1.906072	1.000000
639000	63.900000	0.101500	8.373714	-149.819552	-141.445838	0.000004	0.000040	1.755259	1.900332	1.878530	1.000000
641000	64.100000	0.101342	8.360696	-151.017321	-142.656625	0.000004	0.000040	1.744763	1.901445	1.875455	1.000000
642000	64.200000	0.101296	8.356928	-152.316286	-143.959358	0.000004	0.000040	1.734755	1.897947	1.871695	1.000000
644000	64.400000	0.100698	8.307554	-151.177673	-142.870119	0.000004	0.000040	1.723745	1.882715	1.860456	1.000000
646000	64.600000	0.098636	8.137473	-151.355178	-143.217705	0.000004	0.000040	1.744507	1.891306	1.874874	1.000000
648000	64.800000	0.098652	8.138778	-149.477449	-141.338671	0.000004	0.000040	1.760672	1.907089	1.892046	1.000000
650000	65.000000	0.101324	8.359253	-150.611681	-142.252428	0.000004	0.000040	1.758507	1.903161	1.886915	1.000000
651000	65.100000	0.099838	8.236666	-150.997596	-142.760930	0.000004	0.000040	1.754586	1.904468	1.884908	1.000000
652000	65.200000	0.100542	8.294704	-151.002043	-142.707339	0.000004	0.000040	1.749373	1.910024	1.885944	1.000000
653000	65.300000	0.099099	8.175696	-150.822858	-142.647162	0.000004	0.000040	1.746071	1.916789	1.889730	1.000000
654000	65.400000	0.099259	8.188844	-150.650674	-142.461830	0.000004	0.000040	1.750665	1.921421	1.894884	1.000000
656000	65.600000	0.097523	8.045610	-149.238475	-141.192866	0.000004	0.000040	1.760245	1.913028	1.892668	1.000000
658000	65.800000	0.100687	8.306671	-149.850600	-141.543929	0.000004	0.000040	1.747389	1.901661	1.879371	1.000000
659000	65.900000	0.103252	8.518329	-151.966115	-143.447785	0.000004	0.000040	1.742105	1.896593	1.874586	1.000000
660000	66.000000	0.099415	8.201703	-150.682469	-142.480766	0.000004	0.000040	1.735941	1.889518	1.868240	1.000000
661000	66.100000	0.098433	8.120740	-151.881618	-143.760877	0.000004	0.000040	1.732169	1.885807	1.863679	1.000000
663000	66.300000	0.098399	8.117937	-152.266111	-144.148174	0.000004	0.000040	1.749588	1.888150	1.873142	1.000000
666000	66.600000	0.099007	8.168118	-150.986240	-142.818122	0.000004	0.000040	1.750282	1.909293	1.888709	1.000000
667000	66.700000	0.098569	8.131926	-149.331185	-141.199259	0.000004	0.000040	1.749790	1.902549	1.885512	1.000000
668000	66.800000	0.103129	8.508162	-150.443463	-141.935302	0.000004	0.000040	1.751921	1.895114	1.882433	1.000000
670000	67.000000	0.098165	8.098629	-152.182912	-144.084283	0.000004	0.000040	1.744513	1.895767	1.878571	1.000000
671000	67.100000	0.102199	8.431441	-152.648958	-144.217516	0.000004	0.000040	1.740985	1.892854	1.874531	1.000000
672000	67.200000	0.095892	7.911072	-151.344397	-143.433325	0.000004	0.000040	1.744125	1.885962	1.870696	1.000000
673000	67.300000	0.101038	8.335644	-149.842304	-141.506660	0.000004	0.000040	1.748223	1.885561	1.871864	1.000000
679000	67.900000	0.101483	8.372311	-151.448875	-143.076564	0.000004	0.000040	1.754493	1.891285	1.874561	1.000000
684000	68.400000	0.098822	8.152800	-150.275881	-142.123082	0.000004	0.000040	1.740285	1.910464	1.888650	1.000000
685000	68.500000	0.099661	8.222060	-149.125353	-140.903293	0.000004	0.000040	1.740071	1.909133	1.887460	1.000000
686000	68.600000	0.103239	8.517223	-151.374667	-142.857445	0.000004	0.000040	1.748266	1.906539	1.887838	1.000000
687000	68.700000	0.099862	8.238636	-151.664706	-143.426071	0.000004	0.000040	1.753004	1.905030	1.887370	1.000000
689000	68.900000	0.100749	8.311782	-149.593883	-141.282101	0.000004	0.000040	1.753296	1.901640	1.883955	1.000000
692000	69.200000	0.099489	8.207855	-150.716761	-142.508906	0.000004	0.000040	1.735693	1.915843	1.885668	1.000000
693000	69.300000	0.103072	8.503472	-152.523289	-144.019817	0.000004	0.000040	1.735166	1.915646	1.885221	1.000000
694000	69.400000	0.099040	8.170804	-152.175740	-144.004936	0.000004	0.000040	1.728714	1.912222	1.881189	1.000000
695000	69.500000	0.098932	8.161924	-150.846685	-142.684762	0.000004	0.000040	1.725736	1.908191	1.878171	1.000000
696000	69.600000	0.099361	8.197297	-149.886959	-141.689662	0.000004	0.000040	1.737426	1.907069	1.881682	1.000000
697000	69.700000	0.099986	8.248858	-150.738779	-142.489921	0.000004	0.000040	1.751005	1.914898	1.891055	1.000000
699000	69.900000	0.099647	8.220892	-149.755939	-141.535047	0.000004	0.000040	1.761926	1.926855	1.900088	1.000000
701000	70.100000	0.102281	8.438164	-150.514365	-142.076201	0.000004	0.000040	1.757301	1.910591	1.886616	1.000000
706000	70.600000	0.099475	8.206709	-149.725177	-141.518468	0.000004	0.000040	1.755900	1.908214	1.884733	1.000000
708000	70.800000	0.099695	8.224872	-150.765860	-142.540988	0.000004	0.000040	1.752040	1.907030	1.882611	1.000000
716000	71.600000	0.097597	8.051783	-148.080778	-140.028995	0.000004	0.000040	1.743700	1.898867	1.877492	1.000000
718000	71.800000	0.097913	8.077802	-150.751036	-142.673235	0.000004	0.000040	1.752468	1.886788	1.874102	1.000000
720000	72.000000	0.099952	8.246007	-148.850228	-140.604221	0.000004	0.000040	1.755773	1.882200	1.874143	1.000000
722000	72.200000	0.100570	8.297018	-149.982321	-141.685303	0.000004	0.000040	1.741164	1.889089	1.871179	1.000000
723000	72.300000	0.101850	8.402645	-150.831418	-142.428772	0.000004	0.000040	1.733709	1.891113	1.870015	1.000000
724000	72.400000	0.099108	8.176446	-150.534235	-142.357789	0.000004	0.000040	1.737077	1.895817	1.873851	1.000000
726000	72.600000	0.096673	7.975521	-151.976289	-144.000768	0.000004	0.000040	1.755688	1.906343	1.887181	1.000000
728000	72.800000	0.099782	8.232052	-150.554359	-142.322307	0.000004	0.000040	1.753818	1.907919	1.886898	1.000000
729000	72.900000	0.097743	8.063806	-150.827611	-142.763805	0.000004	0.000040	1.753921	1.903287	1.883171	1.000000
730000	73.000000	0.100523	8.293141	-150.877470	-142.584329	0.000004	0.000040	1.756478	1.898998	1.881336	1.000000
731000	73.100000	0.100279	8.273038	-151.200966	-142.927929	0.000004	0.000040	1.760213	1.897777	1.881482	1.000000
732000	73.200000	0.097527	8.046004	-149.840593	-141.794589	0.000004	0.000040	1.761603	1.895490	1.880002	1.000000
733000	73.300000	0.102016	8.416360	-150.967351	-142.550991	0.000004	0.000040	1.759472	1.895566	1.880024	1.000000
736000	73.600000	0.098524	8.128201	-152.898388	-144.770187	0.000004	0.000040	1.749673	1.903648	1.880317	1.000000
737000	73.700000	0.095210	7.854833	-151.082027	-143.227193	0.000004	0.000040	1.755884	1.898192	1.878804	1.000000
740000	74.000000	0.099310	8.193100	-151.874328	-143.681228	0.000004	0.000040	1.785614	1.904176	1.895932	1.000000
742000	74.200000	0.098497	8.125973	-149.167914	-141.041941	0.000004	0.000040	1.781153	1.904614	1.894934	1.000000
743000	74.300000	0.103688	8.554242	-150.722723	-142.168482	0.000004	0.000040	1.766944	1.910395	1.893993	1.000000
744000	74.400000	0.098821	8.152760	-150.663139	-142.510379	0.000004	0.000040	1.754954	1.913820	1.892054	1.000000
746000	74.600000	0.099413	8.201544	-150.424628	-142.223084	0.000004	0.000040	1.740350	1.910832	1.885465	1.000000
747000	74.700000	0.100842	8.319464	-151.929814	-143.610350	0.000004	0.000040	1.745514	1.906127	1.885112	1.000000
748000	74.800000	0.099348	8.196243	-150.067007	-141.870763	0.000004	0.000040	1.744152	1.901563	1.881701	1.000000
751000	75.100000	0.099715	8.226469	-150.487562	-142.261093	0.000004	0.000040	1.740534	1.908571	1.884645	1.000000
752000	75.200000	0.101836	8.401458	-151.088383	-142.686926	0.000004	0.000040	1.753210	1.913869	1.892502	1.000000
754000	75.400000	0.099406	8.201033	-150.643289	-142.442256	0.000004	0.000040	1.755044	1.911530	1.891174	1.000000
759000	75.900000	0.098321	8.111499	-149.603067	-141.491568	0.000004	0.000040	1.735291	1.902316	1.880013	1.000000
760000	76.000000	0.100515	8.292521	-150.047404	-141.754883	0.000004	0.000040	1.730833	1.899214	1.876582	1.000000
762000	76.200000	0.101190	8.348214	-150.962169	-142.613955	0.000004	0.000040	1.730320	1.882267	1.865029	1.000000
763000	76.300000	0.102136	8.426199	-152.313832	-143.887633	0.000004	0.000040	1.725713	1.874093	1.857878	1.000000
767000	76.700000	0.099561	8.213783	-149.309904	-141.096121	0.000004	0.000040	1.736462	1.881848	1.864036	1.000000
768000	76.800000	0.099670	8.222801	-149.895815	-141.673014	0.000004	0.000040	1.734007	1.891164	1.869419	1.000000
772000	77.200000	0.098299	8.109659	-151.004962	-142.895303	0.000004	0.000040	1.736268	1.891251	1.872450	1.000000
773000	77.300000	0.099967	8.247317	-150.898489	-142.651171	0.000004	0.000040	1.735939	1.892536	1.872745	1.000000
775000	77.500000	0.100549	8.295323	-149.085341	-140.790017	0.000004	0.000040	1.733071	1.905929	1.880985	1.000000
777000	77.700000	0.097202	8.019129	-149.704054	-141.684925	0.000004	0.000040	1.760448	1.914215	1.895557	1.000000
779000	77.900000	0.101878	8.404901	-150.758619	-142.353718	0.000004	0.000040	1.753794	1.894661	1.881885	1.000000
780000	78.000000	0.102047	8.418891	-150.859196	-142.440305	0.000004	0.000040	1.740242	1.881900	1.869641	1.000000
781000	78.100000	0.100234	8.269283	-151.153713	-142.884430	0.000004	0.000040	1.732887	1.875596	1.863580	1.000000
783000	78.300000	0.099718	8.226707	-152.687965	-144.461258	0.000004	0.000040	1.754378	1.875267	1.870872	1.000000
784000	78.400000	0.099017	8.168899	-152.463160	-144.294261	0.000004	0.000040	1.759344	1.883821	1.877791	1.000000
785000	78.500000	0.099398	8.200313	-151.057053	-142.856740	0.000004	0.000040	1.756074	1.895153	1.882942	1.000000
787000	78.700000	0.099408	8.201168	-151.164483	-142.963315	0.000004	0.000040	1.730199	1.910605	1.881722	1.000000
789000	78.900000	0.099296	8.191954	-151.050776	-142.858822	0.000004	0.000040	1.723273	1.915821	1.881301	1.000000
792000	79.200000	0.097941	8.080114	-148.229034	-140.148920	0.000004	0.000040	1.730997	1.908749	1.879101	1.000000
794000	79.400000	0.099434	8.203275	-150.890270	-142.686995	0.000004	0.000040	1.706223	1.901178	1.864216	1.000000
795000	79.500000	0.101853	8.402873	-150.898928	-142.496054	0.000004	0.000040	1.703657	1.901357	1.862323	1.000000
801000	80.100000	0.097525	8.045829	-148.219376	-140.173547	0.000004	0.000040	1.717679	1.905720	1.867750	1.000000
808000	80.800000	0.099510	8.209579	-151.442179	-143.232600	0.000004	0.000040	1.736773	1.910003	1.877958	1.000000
809000	80.900000	0.102558	8.461062	-152.354412	-143.893349	0.000004	0.000040	1.729324	1.905550	1.874282	1.000000
810000	81.000000	0.099238	8.187094	-152.939320	-144.752226	0.000004	0.000040	1.724990	1.904135	1.872141	1.000000
811000	81.100000	0.100284	8.273440	-152.414682	-144.141242	0.000004	0.000040	1.726737	1.900115	1.869761	1.000000
812000	81.200000	0.098896	8.158917	-153.006955	-144.848037	0.000004	0.000040	1.728557	1.894915	1.866299	1.000000
817000	81.700000	0.098805	8.151441	-151.923407	-143.771966	0.000004	0.000040	1.714454	1.905032	1.865118	1.000000
820000	82.000000	0.101304	8.357557	-152.061067	-143.703510	0.000004	0.000040	1.708104	1.922794	1.874815	1.000000
821000	82.100000	0.098519	8.127825	-151.381946	-143.254120	0.000004	0.000040	1.705190	1.927663	1.876382	1.000000
823000	82.300000	0.098106	8.093712	-151.321969	-143.228258	0.000004	0.000040	1.710007	1.920314	1.873321	1.000000
824000	82.400000	0.098083	8.091820	-149.811865	-141.720046	0.000004	0.000040	1.710943	1.915827	1.871015	1.000000
825000	82.500000	0.102227	8.433692	-151.575642	-143.141950	0.000004	0.000040	1.713046	1.917617	1.872889	1.000000
827000	82.700000	0.101620	8.383646	-150.903208	-142.519563	0.000004	0.000040	1.706287	1.920118	1.873254	1.000000
828000	82.800000	0.098992	8.166871	-151.062082	-142.895211	0.000004	0.000040	1.697580	1.914332	1.867550	1.000000
831000	83.100000	0.099093	8.175150	-151.352710	-143.177559	0.000004	0.000040	1.696593	1.895468	1.855557	1.000000
832000	83.200000	0.100740	8.311086	-151.043577	-142.732490	0.000004	0.000040	1.697613	1.895387	1.855231	1.000000
833000	83.300000	0.101409	8.366254	-152.339249	-143.972995	0.000004	0.000040	1.702969	1.901925	1.861216	1.000000
835000	83.500000	0.098677	8.140833	-151.772473	-143.631641	0.000004	0.000040	1.714140	1.916522	1.874474	1.000000
836000	83.600000	0.099044	8.171105	-151.542768	-143.371663	0.000004	0.000040	1.714423	1.912726	1.871956	1.000000
838000	83.800000	0.100168	8.263843	-151.052713	-142.788870	0.000004	0.000040	1.720126	1.901773	1.867744	1.000000
840000	84.000000	0.098451	8.122211	-150.752566	-142.630355	0.000004	0.000040	1.712234	1.904590	1.868386	1.000000
841000	84.100000	0.099101	8.175859	-149.033312	-140.857453	0.000004	0.000040	1.711735	1.898655	1.865481	1.000000
844000	84.400000	0.098468	8.123587	-153.615060	-145.491473	0.000004	0.000040	1.705514	1.901164	1.862372	1.000000
846000	84.600000	0.102865	8.486397	-151.983499	-143.497102	0.000004	0.000040	1.722116	1.908094	1.873312	1.000000
847000	84.700000	0.099106	8.176280	-152.246692	-144.070413	0.000004	0.000040	1.729541	1.915040	1.881183	1.000000
850000	85.000000	0.097846	8.072319	-150.419157	-142.346838	0.000004	0.000040	1.687238	1.895972	1.855326	1.000000
853000	85.300000	0.097037	8.005583	-153.103175	-145.097592	0.000004	0.000040	1.693324	1.881552	1.849264	1.000000
863000	86.300000	0.099979	8.248270	-150.566521	-142.318250	0.000004	0.000040	1.712703	1.886697	1.860828	1.000000
866000	86.600000	0.102482	8.454726	-151.392431	-142.937705	0.000004	0.000040	1.717893	1.874632	1.854780	1.000000
868000	86.800000	0.101220	8.350665	-152.656316	-144.305651	0.000004	0.000040	1.693831	1.877317	1.846905	1.000000
869000	86.900000	0.100114	8.259431	-151.081579	-142.822147	0.000004	0.000040	1.684311	1.868720	1.837888	1.000000
870000	87.000000	0.102202	8.431636	-151.611737	-143.180101	0.000004	0.000040	1.684951	1.861899	1.833379	1.000000
871000	87.100000	0.098371	8.115634	-152.347310	-144.231675	0.000004	0.000040	1.693001	1.861941	1.836925	1.000000
872000	87.200000	0.099449	8.204545	-152.132431	-143.927886	0.000004	0.000040	1.703527	1.864627	1.842406	1.000000
873000	87.300000	0.102764	8.478019	-152.879729	-144.401710	0.000004	0.000040	1.709611	1.866057	1.844986	1.000000
874000	87.400000	0.100003	8.250236	-154.173591	-145.923354	0.000004	0.000040	1.704675	1.869005	1.843965	1.000000
877000	87.700000	0.098854	8.155459	-153.495500	-145.340040	0.000004	0.000040	1.720562	1.866581	1.847639	1.000000
879000	87.900000	0.104135	8.591122	-151.514701	-142.923580	0.000004	0.000040	1.726215	1.868660	1.852680	1.000000
880000	88.000000	0.098874	8.157137	-151.229886	-143.072749	0.000004	0.000040	1.724108	1.870863	1.853006	1.000000
882000	88.200000	0.099052	8.171806	-151.941849	-143.770043	0.000004	0.000040	1.714698	1.871873	1.848472	1.000000
883000	88.300000	0.103111	8.506628	-152.438063	-143.931434	0.000004	0.000040	1.713438	1.872549	1.847466	1.000000
884000	88.400000	0.098715	8.144017	-152.936055	-144.792037	0.000004	0.000040	1.712040	1.876057	1.848824	1.000000
887000	88.700000	0.099935	8.244620	-150.243304	-141.998684	0.000004	0.000040	1.697653	1.872069	1.839941	1.000000
888000	88.800000	0.099454	8.204917	-150.086648	-141.881730	0.000004	0.000040	1.691054	1.867800	1.834604	1.000000
893000	89.300000	0.103404	8.530868	-154.582010	-146.051142	0.000004	0.000040	1.711621	1.852976	1.833341	1.000000
894000	89.400000	0.099317	8.193638	-154.009489	-145.815851	0.000004	0.000040	1.716332	1.866060	1.842960	1.000000
895000	89.500000	0.097349	8.031269	-153.722908	-145.691639	0.000004	0.000040	1.717449	1.877054	1.850768	1.000000
898000	89.800000	0.099985	8.248765	-152.435260	-144.186496	0.000004	0.000040	1.705898	1.882387	1.851349	1.000000
899000	89.900000	0.101280	8.355640	-152.455685	-144.100045	0.000004	0.000040	1.696861	1.880020	1.847269	1.000000
901000	90.100000	0.097590	8.051176	-152.142083	-144.090907	0.000004	0.000040	1.687129	1.883136	1.844846	1.000000
902000	90.200000	0.100494	8.290764	-152.382415	-144.091652	0.000004	0.000040	1.694293	1.885464	1.848203	1.000000
903000	90.300000	0.097848	8.072428	-150.582972	-142.510545	0.000004	0.000040	1.704550	1.888887	1.853882	1.000000
904000	90.400000	0.099825	8.235600	-149.152812	-140.917212	0.000004	0.000040	1.711806	1.895922	1.860478	1.000000
907000	90.700000	0.101725	8.392284	-151.332992	-142.940707	0.000004	0.000040	1.709952	1.898027	1.859880	1.000000
909000	90.900000	0.103663	8.552194	-154.476435	-145.924241	0.000004	0.000040	1.694205	1.892558	1.849305	1.000000
910000	91.000000	0.096056	7.924622	-152.192711	-144.268089	0.000004	0.000040	1.687419	1.887880	1.844015	1.000000
911000	91.100000	0.099047	8.171353	-150.701414	-142.530061	0.000004	0.000040	1.681792	1.887761	1.842668	1.000000
912000	91.200000	0.100199	8.266405	-150.848467	-142.582062	0.000004	0.000040	1.693731	1.889043	1.847438	1.000000
917000	91.700000	0.096469	7.958703	-150.950167	-142.991463	0.000004	0.000040	1.703268	1.876966	1.840772	1.000000
921000	92.100000	0.102882	8.487804	-151.989993	-143.502189	0.000004	0.000040	1.704657	1.873978	1.841754	1.000000
927000	92.700000	0.099859	8.238403	-153.353573	-145.115170	0.000004	0.000040	1.703903	1.890622	1.850859	1.000000
929000	92.900000	0.100076	8.256248	-150.201111	-141.944863	0.000004	0.000040	1.713336	1.892471	1.857230	1.000000
930000	93.000000	0.101556	8.378375	-151.555570	-143.177195	0.000004	0.000040	1.705175	1.892203	1.853684	1.000000
931000	93.100000	0.101035	8.335413	-152.701821	-144.366408	0.000004	0.000040	1.697279	1.891603	1.849671	1.000000
932000	93.200000	0.097309	8.027979	-151.728084	-143.700105	0.000004	0.000040	1.692228	1.890890	1.846923	1.000000
937000	93.700000	0.099223	8.185883	-152.852069	-144.666186	0.000004	0.000040	1.678321	1.887064	1.843236	1.000000
949000	94.900000	0.099120	8.177437	-149.574537	-141.397100	0.000004	0.000040	1.688608	1.920078	1.873975	1.000000
951000	95.100000	0.101047	8.336368	-148.369467	-140.033099	0.000004	0.000040	1.692802	1.940066	1.885240	1.000000
953000	95.300000	0.097660	8.056960	-149.420425	-141.363465	0.000004	0.000040	1.702920	1.927108	1.879829	1.000000
958000	95.800000	0.099365	8.197596	-152.942595	-144.744999	0.000004	0.000040	1.659443	1.886831	1.837446	1.000000
959000	95.900000	0.102971	8.495126	-152.674555	-144.179429	0.000004	0.000040	1.652837	1.881348	1.831904	1.000000
960000	96.000000	0.099258	8.188748	-154.582396	-146.393648	0.000004	0.000040	1.641578	1.881529	1.828446	1.000000
962000	96.200000	0.100293	8.274197	-151.005394	-142.731197	0.000004	0.000040	1.630198	1.887780	1.828382	1.000000
967000	96.700000	0.098828	8.153295	-150.790851	-142.637556	0.000004	0.000040	1.664253	1.925926	1.859951	1.000000
968000	96.800000	0.100891	8.323529	-150.816803	-142.493274	0.000004	0.000040	1.664852	1.929556	1.862932	1.000000
970000	97.000000	0.098652	8.138787	-150.345088	-142.206302	0.000004	0.000040	1.656106	1.920027	1.853051	1.000000
971000	97.100000	0.103253	8.518349	-149.746902	-141.228553	0.000004	0.000040	1.648643	1.910431	1.844517	1.000000
973000	97.300000	0.100184	8.265170	-151.714327	-143.449157	0.000004	0.000040	1.665361	1.905752	1.847430	1.000000
974000	97.400000	0.098869	8.156715	-150.468446	-142.311732	0.000004	0.000040	1.681297	1.904287	1.851743	1.000000
977000	97.700000	0.100142	8.261680	-152.679415	-144.417735	0.000004	0.000040	1.673087	1.914155	1.858725	1.000000
978000	97.800000	0.100799	8.315889	-152.104240	-143.788351	0.000004	0.000040	1.664405	1.906953	1.852818	1.000000
979000	97.900000	0.098669	8.140194	-152.699891	-144.559696	0.000004	0.000040	1.662620	1.898286	1.847924	1.000000
980000	98.000000	0.102097	8.423009	-151.433719	-143.010710	0.000004	0.000040	1.659598	1.896189	1.846279	1.000000
982000	98.200000	0.101654	8.386462	-153.057900	-144.671439	0.000004	0.000040	1.667900	1.893743	1.847044	1.000000
985000	98.500000	0.102683	8.471342	-153.939058	-145.467716	0.000004	0.000040	1.678320	1.882607	1.840345	1.000000
986000	98.600000	0.098755	8.147247	-153.918482	-145.771235	0.000004	0.000040	1.681479	1.891160	1.846789	1.000000
990000	99.000000	0.099486	8.207631	-151.527549	-143.319918	0.000004	0.000040	1.700552	1.911243	1.869393	1.000000
991000	99.100000	0.099717	8.226619	-150.007774	-141.781156	0.000004	0.000040	1.712385	1.907106	1.870422	1.000000
992000	99.200000	0.098892	8.158622	-150.795270	-142.636648	0.000004	0.000040	1.712894	1.905699	1.869680	1.000000
994000	99.400000	0.099931	8.244270	-150.631109	-142.386839	0.000004	0.000040	1.705870	1.898239	1.862046	1.000000
997000	99.700000	0.100281	8.273219	-152.439801	-144.166582	0.000004	0.000040	1.704057	1.882484	1.851746	1.000000
999000	99.900000	0.100865	8.321370	-153.584443	-145.263073	0.000004	0.000040	1.711087	1.892042	1.858279	1.000000
1004000	100.400000	0.101705	8.390663	-147.131480	-138.740817	0.000004	0.000040	1.708867	1.890980	1.858112	1.000000
1005000	100.500000	0.104533	8.624006	-149.569520	-140.945513	0.000004	0.000040	1.703103	1.888241	1.852713	1.000000
1007000	100.700000	0.100992	8.331823	-152.068191	-143.736367	0.000004	0.000040	1.677030	1.889798	1.843195	1.000000
1008000	100.800000	0.100615	8.300733	-152.049168	-143.748435	0.000004	0.000040	1.680131	1.887702	1.842439	1.000000
1009000	100.900000	0.103192	8.513328	-153.539713	-145.026385	0.000004	0.000040	1.688274	1.889702	1.845810	1.000000
1011000	101.100000	0.101447	8.369338	-153.279668	-144.910331	0.000004	0.000040	1.703993	1.896145	1.853524	1.000000
1012000	101.200000	0.100807	8.316555	-153.987343	-145.670788	0.000004	0.000040	1.709606	1.897721	1.856099	1.000000
1014000	101.400000	0.098494	8.125731	-151.340478	-143.214748	0.000004	0.000040	1.694464	1.895290	1.849111	1.000000
1021000	102.100000	0.100678	8.305894	-152.508332	-144.202438	0.000004	0.000040	1.684343	1.866250	1.831361	1.000000
1022000	102.200000	0.100715	8.308977	-154.876639	-146.567662	0.000004	0.000040	1.681281	1.868660	1.831999	1.000000
1023000	102.300000	0.097907	8.077334	-155.047553	-146.970218	0.000004	0.000040	1.687330	1.876654	1.839760	1.000000
1027000	102.700000	0.099477	8.206816	-151.149609	-142.942793	0.000004	0.000040	1.693252	1.898783	1.860293	1.000000
1028000	102.800000	0.100564	8.296551	-150.592996	-142.296445	0.000004	0.000040	1.685888	1.901204	1.859515	1.000000
