Step	t	Current temperature	KineticEnergy	Potential Energy	Internal Energy	Pressure	Density	RgH	RgP	RgAll	Bond length Average
1029000	102.900000	0.100789	8.315061	-152.135242	-143.820182	0.000004	0.000040	1.685879	1.899611	1.858308	1.000000
1030000	103.000000	0.098712	8.143702	-151.524583	-143.380881	0.000004	0.000040	1.689571	1.892516	1.854365	1.000000
1033000	103.300000	0.097799	8.068458	-152.268836	-144.200378	0.000004	0.000040	1.688409	1.896839	1.853304	1.000000
1034000	103.400000	0.099383	8.199074	-152.692737	-144.493663	0.000004	0.000040	1.690180	1.904318	1.857754	1.000000
1038000	103.800000	0.099654	8.221495	-150.190787	-141.969292	0.000004	0.000040	1.680147	1.918925	1.862486	1.000000
1040000	104.000000	0.100510	8.292079	-152.348406	-144.056327	0.000004	0.000040	1.668363	1.903046	1.847259	1.000000
1042000	104.200000	0.098855	8.155540	-152.301838	-144.146298	0.000004	0.000040	1.662693	1.904492	1.848497	1.000000
1043000	104.300000	0.098685	8.141505	-151.183045	-143.041539	0.000004	0.000040	1.664754	1.904433	1.851127	1.000000
1044000	104.400000	0.100215	8.267742	-151.803307	-143.535565	0.000004	0.000040	1.670496	1.898343	1.849591	1.000000
1045000	104.500000	0.099944	8.245348	-152.748438	-144.503090	0.000004	0.000040	1.671034	1.888852	1.843464	1.000000
1048000	104.800000	0.099749	8.229328	-152.642735	-144.413407	0.000004	0.000040	1.662907	1.886212	1.837868	1.000000
1049000	104.900000	0.100922	8.326035	-153.230815	-144.904780	0.000004	0.000040	1.675804	1.887986	1.842619	1.000000
1055000	105.500000	0.101512	8.374733	-151.664215	-143.289482	0.000004	0.000040	1.666481	1.894037	1.843206	1.000000
1056000	105.600000	0.100196	8.266199	-151.633694	-143.367495	0.000004	0.000040	1.672682	1.901496	1.850391	1.000000
1057000	105.700000	0.098624	8.136486	-151.252594	-143.116108	0.000004	0.000040	1.682251	1.905403	1.856083	1.000000
1059000	105.900000	0.096522	7.963053	-153.160001	-145.196948	0.000004	0.000040	1.693977	1.895698	1.852663	1.000000
1060000	106.000000	0.102031	8.417535	-153.257231	-144.839696	0.000004	0.000040	1.694967	1.888575	1.848118	1.000000
1065000	106.500000	0.100058	8.254757	-150.556238	-142.301481	0.000004	0.000040	1.699273	1.883812	1.853430	1.000000
1066000	106.600000	0.101845	8.402253	-152.565931	-144.163677	0.000004	0.000040	1.693355	1.885979	1.852525	1.000000
1068000	106.800000	0.099853	8.237907	-152.304157	-144.066250	0.000004	0.000040	1.695488	1.890849	1.853484	1.000000
1069000	106.900000	0.098332	8.112367	-152.423302	-144.310935	0.000004	0.000040	1.701713	1.897701	1.858176	1.000000
1071000	107.100000	0.097846	8.072278	-151.305166	-143.232888	0.000004	0.000040	1.708962	1.912921	1.869799	1.000000
1073000	107.300000	0.100022	8.251801	-147.937241	-139.685440	0.000004	0.000040	1.710073	1.914616	1.871580	1.000000
1074000	107.400000	0.102447	8.451887	-149.201034	-140.749147	0.000004	0.000040	1.712800	1.916243	1.873306	1.000000
1078000	107.800000	0.099187	8.182925	-151.943719	-143.760794	0.000004	0.000040	1.686109	1.905675	1.857698	1.000000
1080000	108.000000	0.099761	8.230270	-152.886960	-144.656690	0.000004	0.000040	1.688546	1.905798	1.858300	1.000000
1081000	108.100000	0.098059	8.089828	-151.344821	-143.254993	0.000004	0.000040	1.687256	1.910498	1.860735	1.000000
1082000	108.200000	0.101482	8.372274	-152.155132	-143.782858	0.000004	0.000040	1.682711	1.912762	1.860607	1.000000
1083000	108.300000	0.103176	8.511986	-154.218527	-145.706541	0.000004	0.000040	1.680550	1.906666	1.856023	1.000000
1086000	108.600000	0.100423	8.284929	-154.447605	-146.162676	0.000004	0.000040	1.673442	1.892912	1.844360	1.000000
1089000	108.900000	0.099026	8.169619	-153.444647	-145.275028	0.000004	0.000040	1.704531	1.907409	1.866004	1.000000
1090000	109.000000	0.099258	8.188798	-151.625988	-143.437190	0.000004	0.000040	1.705559	1.901450	1.861027	1.000000
1092000	109.200000	0.100233	8.269192	-152.333238	-144.064046	0.000004	0.000040	1.696426	1.900086	1.855242	1.000000
1093000	109.300000	0.095910	7.912544	-151.491936	-143.579392	0.000004	0.000040	1.689722	1.907132	1.857617	1.000000
1094000	109.400000	0.100474	8.289128	-149.382223	-141.093096	0.000004	0.000040	1.685774	1.914417	1.860990	1.000000
1096000	109.600000	0.101440	8.368759	-150.777718	-142.408958	0.000004	0.000040	1.685966	1.922806	1.867617	1.000000
1097000	109.700000	0.100560	8.296215	-151.278975	-142.982760	0.000004	0.000040	1.691162	1.917558	1.867010	1.000000
1098000	109.800000	0.099669	8.222666	-151.594073	-143.371407	0.000004	0.000040	1.690922	1.912959	1.864564	1.000000
1103000	110.300000	0.097829	8.070896	-150.943881	-142.872984	0.000004	0.000040	1.698873	1.907289	1.860837	1.000000
1104000	110.400000	0.102608	8.465175	-150.884362	-142.419187	0.000004	0.000040	1.695333	1.910928	1.862031	1.000000
1105000	110.500000	0.100876	8.322242	-152.347977	-144.025735	0.000004	0.000040	1.691211	1.913334	1.862307	1.000000
1106000	110.600000	0.097532	8.046385	-151.192791	-143.146406	0.000004	0.000040	1.686508	1.914077	1.861206	1.000000
1107000	110.700000	0.097335	8.030120	-150.369123	-142.339003	0.000004	0.000040	1.686770	1.913003	1.861285	1.000000
1108000	110.800000	0.101492	8.373065	-149.385558	-141.012493	0.000004	0.000040	1.693969	1.910642	1.863908	1.000000
1109000	110.900000	0.103916	8.573105	-151.271987	-142.698881	0.000004	0.000040	1.706220	1.907976	1.867687	1.000000
1110000	111.000000	0.098783	8.149565	-151.801660	-143.652094	0.000004	0.000040	1.715612	1.903191	1.868091	1.000000
1114000	111.400000	0.099978	8.248195	-151.302000	-143.053806	0.000004	0.000040	1.704491	1.913940	1.870799	1.000000
1115000	111.500000	0.099531	8.211319	-151.143770	-142.932450	0.000004	0.000040	1.707196	1.929317	1.880174	1.000000
1116000	111.600000	0.097195	8.018604	-150.008653	-141.990049	0.000004	0.000040	1.703968	1.937995	1.882896	1.000000
1119000	111.900000	0.100084	8.256910	-151.368404	-143.111495	0.000004	0.000040	1.663109	1.920323	1.854351	1.000000
1124000	112.400000	0.097244	8.022591	-149.015290	-140.992698	0.000004	0.000040	1.689425	1.916049	1.861989	1.000000
1126000	112.600000	0.100418	8.284494	-150.094565	-141.810071	0.000004	0.000040	1.708143	1.911628	1.867000	1.000000
1127000	112.700000	0.103471	8.536332	-152.045069	-143.508737	0.000004	0.000040	1.712510	1.901785	1.862598	1.000000
1130000	113.000000	0.102480	8.454564	-153.128231	-144.673666	0.000004	0.000040	1.701035	1.894333	1.854391	1.000000
1131000	113.100000	0.100323	8.276648	-153.787661	-145.511013	0.000004	0.000040	1.708137	1.907255	1.866095	1.000000
1133000	113.300000	0.099159	8.180609	-151.113237	-142.932628	0.000004	0.000040	1.725669	1.923890	1.885085	1.000000
1139000	113.900000	0.101553	8.378109	-151.377076	-142.998967	0.000004	0.000040	1.716203	1.902662	1.865956	1.000000
1140000	114.000000	0.101203	8.349208	-153.021968	-144.672760	0.000004	0.000040	1.713272	1.900835	1.864109	1.000000
1142000	114.200000	0.102171	8.429085	-151.710768	-143.281683	0.000004	0.000040	1.694511	1.883959	1.845246	1.000000
1145000	114.500000	0.102115	8.424476	-152.978898	-144.554421	0.000004	0.000040	1.686771	1.889311	1.844803	1.000000
1149000	114.900000	0.100335	8.277605	-152.192896	-143.915291	0.000004	0.000040	1.709591	1.877052	1.849056	1.000000
1153000	115.300000	0.097858	8.073303	-151.794863	-143.721560	0.000004	0.000040	1.698827	1.851513	1.829480	1.000000
1157000	115.700000	0.099984	8.248715	-150.643888	-142.395173	0.000004	0.000040	1.718174	1.854064	1.838738	1.000000
1159000	115.900000	0.101126	8.342870	-151.488949	-143.146079	0.000004	0.000040	1.733881	1.866746	1.852608	1.000000
1162000	116.200000	0.100270	8.272266	-151.820934	-143.548668	0.000004	0.000040	1.711586	1.863255	1.838948	1.000000
1163000	116.300000	0.100157	8.262976	-152.583526	-144.320550	0.000004	0.000040	1.704733	1.862965	1.836403	1.000000
1166000	116.600000	0.098749	8.146803	-152.219296	-144.072493	0.000004	0.000040	1.718658	1.867610	1.845169	1.000000
1167000	116.700000	0.100934	8.327057	-152.130911	-143.803854	0.000004	0.000040	1.714964	1.873218	1.846984	1.000000
1168000	116.800000	0.097977	8.083085	-150.896911	-142.813826	0.000004	0.000040	1.703700	1.875766	1.843634	1.000000
1172000	117.200000	0.098499	8.126161	-152.261918	-144.135756	0.000004	0.000040	1.690481	1.850602	1.824510	1.000000
1179000	117.900000	0.100130	8.260703	-152.523078	-144.262375	0.000004	0.000040	1.711090	1.853507	1.834865	1.000000
1180000	118.000000	0.101560	8.378695	-152.750483	-144.371788	0.000004	0.000040	1.712343	1.854887	1.834434	1.000000
1181000	118.100000	0.098167	8.098760	-153.769946	-145.671187	0.000004	0.000040	1.712408	1.861384	1.837858	1.000000
1183000	118.300000	0.098786	8.149877	-152.324765	-144.174888	0.000004	0.000040	1.713921	1.882571	1.851669	1.000000
1185000	118.500000	0.099318	8.193756	-150.762930	-142.569174	0.000004	0.000040	1.723033	1.894317	1.864148	1.000000
1186000	118.600000	0.097344	8.030852	-150.110916	-142.080063	0.000004	0.000040	1.724602	1.888863	1.861542	1.000000
1190000	119.000000	0.099847	8.237356	-151.565190	-143.327834	0.000004	0.000040	1.694806	1.891108	1.851316	1.000000
1191000	119.100000	0.099344	8.195910	-150.251049	-142.055139	0.000004	0.000040	1.696278	1.892152	1.851323	1.000000
1192000	119.200000	0.100783	8.314630	-151.299539	-142.984909	0.000004	0.000040	1.700031	1.892382	1.852648	1.000000
1194000	119.400000	0.098240	8.104791	-151.509680	-143.404889	0.000004	0.000040	1.707008	1.885144	1.851822	1.000000
1196000	119.600000	0.098177	8.099612	-151.682779	-143.583167	0.000004	0.000040	1.703670	1.882637	1.850459	1.000000
1200000	120.000000	0.098754	8.147234	-151.200751	-143.053517	0.000004	0.000040	1.709194	1.882710	1.851464	1.000000
1201000	120.100000	0.098055	8.089531	-151.073950	-142.984419	0.000004	0.000040	1.708984	1.879912	1.848818	1.000000
1202000	120.200000	0.099124	8.177713	-150.801699	-142.623986	0.000004	0.000040	1.712342	1.880978	1.849427	1.000000
1205000	120.500000	0.096348	7.948684	-149.240292	-141.291608	0.000004	0.000040	1.720566	1.899542	1.865359	1.000000
1206000	120.600000	0.102112	8.424273	-149.605624	-141.181351	0.000004	0.000040	1.718425	1.898320	1.864415	1.000000
1207000	120.700000	0.099380	8.198869	-149.687983	-141.489114	0.000004	0.000040	1.713157	1.891919	1.858707	1.000000
1210000	121.000000	0.094595	7.804076	-153.126842	-145.322766	0.000004	0.000040	1.701761	1.865606	1.836640	1.000000
1213000	121.300000	0.099536	8.211755	-149.082188	-140.870432	0.000004	0.000040	1.726211	1.882696	1.857565	1.000000
1216000	121.600000	0.101463	8.370735	-150.796401	-142.425666	0.000004	0.000040	1.726790	1.878889	1.855272	1.000000
1218000	121.800000	0.101746	8.394052	-149.325061	-140.931009	0.000004	0.000040	1.726901	1.870712	1.852947	1.000000
1220000	122.000000	0.099175	8.181960	-151.969824	-143.787864	0.000004	0.000040	1.714997	1.872552	1.848156	1.000000
1223000	122.300000	0.101468	8.371147	-151.228785	-142.857637	0.000004	0.000040	1.698208	1.878829	1.844547	1.000000
1225000	122.500000	0.097721	8.062002	-149.341776	-141.279775	0.000004	0.000040	1.704446	1.890358	1.852528	1.000000
1226000	122.600000	0.103768	8.560879	-149.429285	-140.868406	0.000004	0.000040	1.704424	1.892859	1.854311	1.000000
1227000	122.700000	0.100666	8.304960	-151.448894	-143.143934	0.000004	0.000040	1.698412	1.891401	1.850806	1.000000
1228000	122.800000	0.098303	8.110003	-152.159028	-144.049025	0.000004	0.000040	1.678832	1.891165	1.842960	1.000000
1229000	122.900000	0.099106	8.176218	-151.192564	-143.016345	0.000004	0.000040	1.660555	1.892775	1.836971	1.000000
1230000	123.000000	0.101789	8.397572	-150.662098	-142.264526	0.000004	0.000040	1.663844	1.893357	1.838457	1.000000
1232000	123.200000	0.098292	8.109114	-151.231032	-143.121917	0.000004	0.000040	1.697268	1.898474	1.856597	1.000000
1233000	123.300000	0.098530	8.128704	-149.861020	-141.732317	0.000004	0.000040	1.709843	1.898774	1.862444	1.000000
1234000	123.400000	0.099086	8.174636	-149.175695	-141.001059	0.000004	0.000040	1.711364	1.898023	1.863097	1.000000
1236000	123.600000	0.099260	8.188941	-149.441735	-141.252794	0.000004	0.000040	1.692945	1.887395	1.848680	1.000000
1237000	123.700000	0.100492	8.290596	-151.047538	-142.756941	0.000004	0.000040	1.680305	1.882870	1.840743	1.000000
1243000	124.300000	0.102661	8.469567	-150.490810	-142.021243	0.000004	0.000040	1.706983	1.909393	1.863808	1.000000
1249000	124.900000	0.098173	8.099262	-152.924975	-144.825713	0.000004	0.000040	1.705559	1.865876	1.837025	1.000000
1250000	125.000000	0.099365	8.197579	-152.915014	-144.717435	0.000004	0.000040	1.693554	1.863919	1.832439	1.000000
1251000	125.100000	0.099616	8.218319	-152.487592	-144.269273	0.000004	0.000040	1.689538	1.870869	1.837058	1.000000
1252000	125.200000	0.099374	8.198315	-152.306333	-144.108018	0.000004	0.000040	1.689180	1.884353	1.846499	1.000000
1255000	125.500000	0.102624	8.466510	-150.783569	-142.317059	0.000004	0.000040	1.684230	1.895240	1.851322	1.000000
1256000	125.600000	0.098916	8.160567	-152.448563	-144.287997	0.000004	0.000040	1.685524	1.897681	1.851783	1.000000
1260000	126.000000	0.099615	8.218233	-150.203599	-141.985366	0.000004	0.000040	1.688827	1.888742	1.845528	1.000000
1262000	126.200000	0.100852	8.320323	-153.031268	-144.710944	0.000004	0.000040	1.688698	1.894847	1.849735	1.000000
1266000	126.600000	0.102190	8.430697	-152.922233	-144.491536	0.000004	0.000040	1.693254	1.881391	1.845994	1.000000
1268000	126.800000	0.099228	8.186305	-152.131089	-143.944783	0.000004	0.000040	1.692140	1.871911	1.840585	1.000000
1270000	127.000000	0.097839	8.071692	-153.748046	-145.676354	0.000004	0.000040	1.673777	1.868812	1.830831	1.000000
1272000	127.200000	0.101339	8.360442	-154.106493	-145.746051	0.000004	0.000040	1.679733	1.869570	1.831605	1.000000
1274000	127.400000	0.096503	7.961474	-153.553106	-145.591632	0.000004	0.000040	1.696345	1.876516	1.842982	1.000000
1275000	127.500000	0.099017	8.168886	-150.646951	-142.478065	0.000004	0.000040	1.695775	1.884248	1.847164	1.000000
1276000	127.600000	0.102308	8.440384	-151.361380	-142.920995	0.000004	0.000040	1.695840	1.892579	1.852003	1.000000
1281000	128.100000	0.099188	8.183046	-152.395984	-144.212938	0.000004	0.000040	1.689239	1.875791	1.840616	1.000000
1283000	128.300000	0.099299	8.192142	-151.732560	-143.540418	0.000004	0.000040	1.706965	1.876521	1.844666	1.000000
1284000	128.400000	0.100083	8.256859	-151.199670	-142.942811	0.000004	0.000040	1.700552	1.882975	1.845206	1.000000
1288000	128.800000	0.101292	8.356612	-152.720374	-144.363762	0.000004	0.000040	1.682322	1.877932	1.835522	1.000000
1290000	129.000000	0.097909	8.077517	-152.871878	-144.794361	0.000004	0.000040	1.691834	1.872066	1.837023	1.000000
1291000	129.100000	0.099299	8.192175	-152.666919	-144.474744	0.000004	0.000040	1.695965	1.877957	1.840768	1.000000
1292000	129.200000	0.100030	8.252510	-151.873458	-143.620948	0.000004	0.000040	1.692987	1.887245	1.844414	1.000000
1293000	129.300000	0.099813	8.234546	-153.265656	-145.031110	0.000004	0.000040	1.691572	1.893861	1.848409	1.000000
1295000	129.500000	0.100099	8.258195	-152.914980	-144.656786	0.000004	0.000040	1.699173	1.895559	1.853489	1.000000
1296000	129.600000	0.100157	8.262935	-152.421580	-144.158645	0.000004	0.000040	1.692083	1.898525	1.853393	1.000000
1297000	129.700000	0.098603	8.134720	-152.364500	-144.229780	0.000004	0.000040	1.681466	1.901372	1.852014	1.000000
1298000	129.800000	0.099063	8.172688	-150.982659	-142.809971	0.000004	0.000040	1.671936	1.902740	1.849899	1.000000
1299000	129.900000	0.099993	8.249391	-152.128571	-143.879180	0.000004	0.000040	1.673937	1.903791	1.851240	1.000000
1300000	130.000000	0.098267	8.107056	-151.338885	-143.231828	0.000004	0.000040	1.681987	1.905011	1.854797	1.000000
1302000	130.200000	0.098320	8.111424	-151.243885	-143.132461	0.000004	0.000040	1.691994	1.899733	1.855512	1.000000
1305000	130.500000	0.097492	8.043052	-150.736703	-142.693651	0.000004	0.000040	1.677516	1.895262	1.847031	1.000000
1306000	130.600000	0.100088	8.257233	-150.452781	-142.195548	0.000004	0.000040	1.674472	1.908448	1.853275	1.000000
1307000	130.700000	0.099868	8.239088	-150.004832	-141.765744	0.000004	0.000040	1.680054	1.917312	1.860308	1.000000
1308000	130.800000	0.097864	8.073773	-149.332539	-141.258765	0.000004	0.000040	1.684867	1.917808	1.862524	1.000000
1309000	130.900000	0.102697	8.472468	-150.361503	-141.889034	0.000004	0.000040	1.682236	1.913843	1.859512	1.000000
1310000	131.000000	0.100682	8.306282	-151.779172	-143.472890	0.000004	0.000040	1.674089	1.908468	1.853342	1.000000
1311000	131.100000	0.101487	8.372640	-151.516261	-143.143621	0.000004	0.000040	1.671925	1.899167	1.847399	1.000000
1315000	131.500000	0.097259	8.023867	-153.612392	-145.588525	0.000004	0.000040	1.685422	1.876438	1.839388	1.000000
1319000	131.900000	0.097952	8.081013	-150.923704	-142.842692	0.000004	0.000040	1.691487	1.901255	1.856805	1.000000
1322000	132.200000	0.099696	8.224915	-151.490252	-143.265337	0.000004	0.000040	1.684029	1.886463	1.842553	1.000000
1323000	132.300000	0.100887	8.323212	-152.427717	-144.104505	0.000004	0.000040	1.681641	1.888549	1.842720	1.000000
1324000	132.400000	0.099004	8.167818	-151.602817	-143.435000	0.000004	0.000040	1.683229	1.889535	1.844354	1.000000
1326000	132.600000	0.100606	8.299986	-151.271208	-142.971222	0.000004	0.000040	1.665438	1.893361	1.842525	1.000000
1327000	132.700000	0.100645	8.303212	-152.541328	-144.238116	0.000004	0.000040	1.660643	1.896686	1.842921	1.000000
1328000	132.800000	0.100717	8.309162	-152.364632	-144.055470	0.000004	0.000040	1.664053	1.896614	1.843853	1.000000
1329000	132.900000	0.098730	8.145235	-151.410382	-143.265147	0.000004	0.000040	1.669391	1.897868	1.846618	1.000000
1331000	133.100000	0.100315	8.276026	-152.613284	-144.337258	0.000004	0.000040	1.659807	1.912933	1.852995	1.000000
1332000	133.200000	0.099099	8.175661	-151.960344	-143.784683	0.000004	0.000040	1.654026	1.914902	1.852264	1.000000
1333000	133.300000	0.099353	8.196582	-151.837321	-143.640739	0.000004	0.000040	1.660562	1.905486	1.848642	1.000000
1334000	133.400000	0.101658	8.386822	-152.205420	-143.818599	0.000004	0.000040	1.668266	1.894515	1.844035	1.000000
1335000	133.500000	0.096860	7.990948	-151.646509	-143.655561	0.000004	0.000040	1.670461	1.889033	1.840172	1.000000
1336000	133.600000	0.100757	8.312424	-151.044355	-142.731931	0.000004	0.000040	1.670306	1.889707	1.839626	1.000000
1339000	133.900000	0.097968	8.082354	-151.285143	-143.202789	0.000004	0.000040	1.665832	1.900805	1.846045	1.000000
1340000	134.000000	0.098850	8.155107	-150.561279	-142.406172	0.000004	0.000040	1.673135	1.894004	1.844854	1.000000
1341000	134.100000	0.102553	8.460591	-151.349722	-142.889132	0.000004	0.000040	1.682202	1.889098	1.844772	1.000000
1343000	134.300000	0.100604	8.299868	-153.724090	-145.424223	0.000004	0.000040	1.675949	1.901337	1.849465	1.000000
1344000	134.400000	0.100015	8.251270	-154.386124	-146.134854	0.000004	0.000040	1.675986	1.907426	1.853762	1.000000
1345000	134.500000	0.098104	8.093593	-153.874259	-145.780667	0.000004	0.000040	1.676878	1.909133	1.856349	1.000000
1346000	134.600000	0.099147	8.179669	-151.993629	-143.813960	0.000004	0.000040	1.675368	1.906438	1.855062	1.000000
1347000	134.700000	0.099602	8.217172	-151.690087	-143.472915	0.000004	0.000040	1.675787	1.900663	1.851475	1.000000
1351000	135.100000	0.100796	8.315650	-153.088786	-144.773136	0.000004	0.000040	1.673454	1.910000	1.857739	1.000000
1352000	135.200000	0.097221	8.020767	-151.489912	-143.469145	0.000004	0.000040	1.673907	1.905173	1.854441	1.000000
1356000	135.600000	0.101808	8.399187	-152.023532	-143.624345	0.000004	0.000040	1.677165	1.895036	1.849195	1.000000
1357000	135.700000	0.100632	8.302181	-152.274328	-143.972147	0.000004	0.000040	1.675238	1.897504	1.849922	1.000000
1358000	135.800000	0.098582	8.133027	-151.217973	-143.084946	0.000004	0.000040	1.670807	1.900880	1.848871	1.000000
1362000	136.200000	0.100182	8.265039	-153.084447	-144.819408	0.000004	0.000040	1.676333	1.904574	1.850341	1.000000
1368000	136.800000	0.099187	8.182968	-153.750222	-145.567253	0.000004	0.000040	1.672223	1.905306	1.851409	1.000000
1369000	136.900000	0.099747	8.229157	-151.941584	-143.712427	0.000004	0.000040	1.664006	1.901184	1.846591	1.000000
1371000	137.100000	0.101043	8.336011	-154.333714	-145.997703	0.000004	0.000040	1.678642	1.892635	1.847638	1.000000
1375000	137.500000	0.099076	8.173733	-151.372312	-143.198579	0.000004	0.000040	1.700697	1.903582	1.862797	1.000000
1380000	138.000000	0.100151	8.262498	-151.293992	-143.031494	0.000004	0.000040	1.669250	1.879878	1.835549	1.000000
1381000	138.100000	0.096612	7.970523	-149.658889	-141.688366	0.000004	0.000040	1.669456	1.871727	1.830328	1.000000
1384000	138.400000	0.099561	8.213811	-151.510047	-143.296235	0.000004	0.000040	1.695615	1.897394	1.855746	1.000000
1389000	138.900000	0.098357	8.114462	-154.917849	-146.803387	0.000004	0.000040	1.689780	1.876416	1.839631	1.000000
1390000	139.000000	0.098939	8.162450	-151.761209	-143.598759	0.000004	0.000040	1.685291	1.872231	1.836810	1.000000
1392000	139.200000	0.098590	8.133661	-149.516471	-141.382810	0.000004	0.000040	1.683969	1.876325	1.840277	1.000000
1394000	139.400000	0.103821	8.565208	-152.843903	-144.278695	0.000004	0.000040	1.677419	1.896267	1.848518	1.000000
1396000	139.600000	0.095385	7.869224	-151.819833	-143.950609	0.000004	0.000040	1.668048	1.887426	1.838060	1.000000
1398000	139.800000	0.100581	8.297905	-152.119149	-143.821244	0.000004	0.000040	1.663808	1.902758	1.845716	1.000000
1399000	139.900000	0.098794	8.150491	-152.198068	-144.047578	0.000004	0.000040	1.668523	1.910662	1.852872	1.000000
1401000	140.100000	0.099416	8.201847	-150.168505	-141.966657	0.000004	0.000040	1.670962	1.911181	1.854439	1.000000
1402000	140.200000	0.102018	8.416503	-150.714757	-142.298254	0.000004	0.000040	1.674812	1.909714	1.854613	1.000000
1406000	140.600000	0.097760	8.065194	-151.451046	-143.385852	0.000004	0.000040	1.688817	1.899544	1.856811	1.000000
1408000	140.800000	0.101030	8.334973	-150.263399	-141.928426	0.000004	0.000040	1.679786	1.898229	1.853017	1.000000
1410000	141.000000	0.102041	8.418353	-153.033757	-144.615405	0.000004	0.000040	1.670521	1.900351	1.851094	1.000000
1411000	141.100000	0.099152	8.180080	-153.387645	-145.207565	0.000004	0.000040	1.663724	1.902233	1.847483	1.000000
1412000	141.200000	0.100559	8.296151	-153.614938	-145.318787	0.000004	0.000040	1.660363	1.903677	1.844367	1.000000
1414000	141.400000	0.101991	8.414272	-152.619142	-144.204869	0.000004	0.000040	1.669925	1.900375	1.843156	1.000000
1415000	141.500000	0.098972	8.165153	-151.900136	-143.734984	0.000004	0.000040	1.668783	1.903566	1.845897	1.000000
1417000	141.700000	0.097789	8.067580	-152.059713	-143.992132	0.000004	0.000040	1.668128	1.909259	1.850766	1.000000
1418000	141.800000	0.098691	8.141988	-151.650691	-143.508703	0.000004	0.000040	1.673198	1.901123	1.847709	1.000000
1419000	141.900000	0.101954	8.411187	-150.835167	-142.423980	0.000004	0.000040	1.677885	1.888258	1.841623	1.000000
1420000	142.000000	0.099187	8.182922	-152.999686	-144.816764	0.000004	0.000040	1.678004	1.879616	1.836044	1.000000
1421000	142.100000	0.101001	8.332559	-151.993156	-143.660597	0.000004	0.000040	1.674512	1.875507	1.832427	1.000000
1423000	142.300000	0.095887	7.910652	-151.226492	-143.315840	0.000004	0.000040	1.670317	1.883145	1.836056	1.000000
1424000	142.400000	0.100273	8.272520	-150.822677	-142.550156	0.000004	0.000040	1.669728	1.890442	1.840333	1.000000
1425000	142.500000	0.100272	8.272476	-150.026319	-141.753843	0.000004	0.000040	1.672914	1.896778	1.846046	1.000000
1427000	142.700000	0.098871	8.156828	-151.543795	-143.386967	0.000004	0.000040	1.669054	1.906972	1.851076	1.000000
1428000	142.800000	0.098680	8.141067	-151.590633	-143.449566	0.000004	0.000040	1.665758	1.909830	1.850844	1.000000
1430000	143.000000	0.100455	8.287550	-153.973142	-145.685592	0.000004	0.000040	1.660668	1.909039	1.849675	1.000000
1432000	143.200000	0.097302	8.027387	-152.627974	-144.600587	0.000004	0.000040	1.653702	1.902166	1.842781	1.000000
1433000	143.300000	0.100990	8.331659	-151.804446	-143.472787	0.000004	0.000040	1.661701	1.908179	1.848753	1.000000
1435000	143.500000	0.097563	8.048977	-152.108517	-144.059540	0.000004	0.000040	1.683217	1.923061	1.863515	1.000000
1438000	143.800000	0.100899	8.324129	-151.976979	-143.652850	0.000004	0.000040	1.708353	1.917485	1.869344	1.000000
1439000	143.900000	0.100985	8.331254	-152.417977	-144.086723	0.000004	0.000040	1.709817	1.913836	1.868376	1.000000
1441000	144.100000	0.102800	8.480970	-152.528887	-144.047917	0.000004	0.000040	1.688252	1.903432	1.853715	1.000000
1443000	144.300000	0.094100	7.763231	-152.394461	-144.631230	0.000004	0.000040	1.688929	1.889973	1.845961	1.000000
1444000	144.400000	0.103288	8.521235	-154.963252	-146.442017	0.000004	0.000040	1.691296	1.893294	1.850117	1.000000
1447000	144.700000	0.099210	8.184839	-152.130435	-143.945596	0.000004	0.000040	1.691473	1.901505	1.858958	1.000000
1451000	145.100000	0.101690	8.389395	-152.113482	-143.724087	0.000004	0.000040	1.697709	1.878904	1.847720	1.000000
1452000	145.200000	0.099585	8.215746	-151.690723	-143.474976	0.000004	0.000040	1.701451	1.871106	1.844419	1.000000
1453000	145.300000	0.099570	8.214507	-152.978268	-144.763761	0.000004	0.000040	1.703003	1.870242	1.844073	1.000000
1454000	145.400000	0.102061	8.420039	-152.992358	-144.572319	0.000004	0.000040	1.709291	1.873363	1.847768	1.000000
1455000	145.500000	0.099729	8.227674	-153.750592	-145.522918	0.000004	0.000040	1.712920	1.881010	1.853439	1.000000
1457000	145.700000	0.099519	8.210290	-152.633639	-144.423349	0.000004	0.000040	1.700970	1.900553	1.859683	1.000000
1458000	145.800000	0.098109	8.094024	-152.084150	-143.990126	0.000004	0.000040	1.707111	1.898899	1.860590	1.000000
1460000	146.000000	0.099975	8.247974	-150.804339	-142.556366	0.000004	0.000040	1.715225	1.893813	1.860308	1.000000
1461000	146.100000	0.100354	8.279186	-149.804967	-141.525781	0.000004	0.000040	1.713688	1.895980	1.859647	1.000000
1462000	146.200000	0.101095	8.340374	-152.264151	-143.923777	0.000004	0.000040	1.712638	1.893643	1.857079	1.000000
1463000	146.300000	0.099841	8.236888	-151.819492	-143.582604	0.000004	0.000040	1.706585	1.885812	1.849071	1.000000
1464000	146.400000	0.097425	8.037585	-152.010709	-143.973124	0.000004	0.000040	1.695191	1.877179	1.838375	1.000000
1465000	146.500000	0.103508	8.539430	-152.556367	-144.016937	0.000004	0.000040	1.685680	1.871322	1.832025	1.000000
1466000	146.600000	0.100503	8.291460	-153.434060	-145.142601	0.000004	0.000040	1.684924	1.871479	1.834291	1.000000
